Geneid	SRR22405441	SRR22405442	SRR22405445	SRR22405453	SRR22405460	SRR22405461	SRR22405467	SRR22405532	SRR22405538	SRR22405544
8470_5	6	0	12	1	1	2	0	0	0	4
8471_1	4	0	0	6	3	8	0	0	5	4
8471_2	0	0	0	0	0	0	0	0	1	4
1974_1	7	0	11	5	1	2	0	0	0	4
1974_2	1	0	3	8	0	0	0	0	1	0
1974_3	1	0	10	7	0	8	0	0	3	0
1976_1	0	0	0	0	0	2	0	0	0	1
1976_2	3	0	3	6	5	13	0	5	0	7
1978_1	0	0	0	1	0	0	0	0	13	0
1978_2	0	0	0	0	0	0	0	0	12	0
1981_1	0	0	0	0	0	0	0	5	0	0
1981_2	0	0	0	0	1	0	0	28	0	0
1981_3	0	0	0	0	0	1	0	32	0	0
1981_4	0	0	0	0	1	0	0	11	0	0
1981_5	0	0	0	0	0	1	0	12	0	0
1981_6	0	0	0	0	0	0	0	17	0	0
1981_7	0	0	0	0	0	0	0	6	0	0
1982_1	6	0	3	3	0	0	0	0	0	1
1983_1	0	0	0	1	0	0	0	0	3	9
1983_2	0	0	1	0	0	0	0	0	1	4
1985_1	0	0	0	0	0	0	0	0	2	22
1985_2	0	1	0	1	0	1	0	0	1	12
1985_3	0	0	0	0	0	1	1	1	5	17
1985_4	1	0	0	0	0	1	0	0	2	15
663_1	0	0	0	1	0	0	0	0	1	6
663_2	0	0	0	0	0	0	0	0	2	6
1995_1	9	66	6	16	55	28	36	43	0	5
1995_2	0	2	0	0	3	2	2	0	0	0
1995_3	1	16	1	4	6	6	13	9	0	1
1995_4	2	13	2	2	10	9	5	10	0	2
1995_5	3	28	1	3	11	11	12	18	0	1
1995_6	2	7	0	0	6	2	3	9	0	0
1995_7	6	13	0	4	8	11	11	14	0	2
1995_8	0	7	0	0	7	5	4	0	0	1
1995_9	1	21	1	4	12	9	14	10	0	1
1995_10	0	18	2	1	4	6	6	9	0	0
1995_11	0	4	0	2	3	3	4	4	0	0
1995_12	1	3	2	0	6	5	4	9	0	0
1995_13	1	14	2	2	8	9	11	9	0	0
1995_14	4	32	7	7	29	24	25	26	3	8
1995_15	0	14	3	1	18	11	12	16	0	1
1995_16	0	8	0	3	4	7	7	10	1	2
1995_17	2	8	0	0	9	2	4	5	0	2
1997_1	2	1	0	0	0	1	0	0	1	5
1997_2	0	0	0	0	0	0	0	0	2	11
2000_1	0	0	0	0	0	1	0	0	2	0
2000_2	0	0	0	0	0	2	0	0	7	0
2000_3	0	0	0	0	0	0	0	0	5	0
2003_1	6	2	1	5	1	2	0	0	6	13
2006_1	0	0	0	0	0	0	0	18	0	0
2006_2	0	0	0	0	0	0	0	11	0	0
2006_3	0	0	0	0	0	0	0	14	0	0
2007_1	0	0	0	0	0	0	0	16	0	0
2007_2	0	0	0	0	0	0	0	34	0	0
2011_1	50	131	32	34	57	4	82	329	211	9
2016_1	0	0	0	0	0	1	0	0	1	10
2016_2	0	0	0	0	0	0	0	0	0	4
2018_1	0	0	0	0	0	0	0	0	2	12
2063_1	0	10	4	0	6	2	8	46	0	0
2063_2	0	5	2	0	2	1	3	30	1	0
2063_3	0	10	5	0	2	1	9	38	0	1
2063_4	0	3	2	1	1	0	6	29	0	0
2063_5	0	6	4	0	4	0	14	45	0	0
2063_6	0	17	16	3	10	1	19	112	0	0
2063_7	0	1	3	2	5	1	9	21	0	0
2063_8	0	1	1	0	1	0	5	17	0	0
2063_9	0	12	2	0	9	0	6	47	1	1
2063_10	0	1	1	1	3	2	1	9	0	0
2063_11	1	11	3	0	6	3	13	43	0	0
2063_12	0	12	5	0	4	1	16	43	0	0
2063_13	1	12	6	2	6	1	10	47	0	0
2063_14	0	9	8	1	6	1	8	69	0	1
2063_15	0	11	1	1	4	0	4	38	0	0
2063_16	0	3	3	2	3	0	5	27	0	0
2063_17	0	8	2	1	1	0	10	33	0	0
2063_18	0	3	1	0	1	0	9	49	0	0
2063_19	0	5	1	0	1	0	2	26	0	0
2063_20	0	10	4	1	8	0	19	61	0	0
2063_21	0	4	0	2	4	0	3	19	0	0
2063_22	0	3	3	0	2	1	1	8	0	0
2063_23	0	5	2	0	1	2	8	30	0	0
2063_24	0	8	0	0	6	2	9	43	1	0
2063_25	0	0	1	0	0	2	6	6	0	0
2063_26	0	11	2	1	2	1	8	36	0	0
2063_27	0	2	1	1	2	0	5	17	0	0
2063_28	0	12	3	1	6	3	12	67	0	1
2063_29	0	2	0	1	3	0	6	11	0	0
2063_30	0	4	0	0	0	0	2	17	0	0
2063_31	0	1	2	0	4	0	3	27	2	1
2063_32	0	2	1	0	0	0	0	10	0	1
2063_33	0	3	1	0	0	1	5	18	0	0
2063_34	0	3	1	2	0	0	5	12	0	0
2063_35	0	5	2	0	3	0	9	17	0	0
2074_1	23	0	6	7	0	1	0	0	0	3
2074_2	23	0	7	7	0	5	0	0	0	2
2074_3	3	0	2	0	0	0	0	0	0	0
2074_4	3	0	0	0	0	0	0	0	0	0
2074_5	0	0	2	0	0	1	0	0	0	0
2074_6	6	0	1	1	0	1	0	0	0	0
2074_7	10	0	4	2	0	1	0	0	0	1
2074_8	16	0	11	8	0	2	0	0	1	2
2074_9	17	0	2	6	0	0	0	0	0	0
2074_10	7	0	2	0	2	0	0	1	0	0
2076_1	0	0	6	0	0	0	0	0	0	2
2076_2	0	0	9	2	0	0	0	2	0	1
2092_1	0	0	1	43	5	0	0	70	1	46
2092_2	0	0	0	14	1	0	0	22	0	12
2092_3	0	0	0	7	0	0	0	9	0	9
2092_4	0	0	0	5	0	0	0	5	0	6
2092_5	0	2	0	10	2	0	0	30	0	14
2092_6	0	0	0	0	0	0	0	17	0	4
2092_7	0	2	0	15	1	0	0	34	0	9
2092_8	0	0	1	8	0	0	0	22	0	8
2092_9	0	0	0	21	7	4	0	59	0	22
2092_10	0	0	0	14	2	2	0	16	1	10
2092_11	0	1	0	8	2	0	0	26	0	11
2092_12	1	0	0	9	1	3	0	27	0	9
2092_13	0	1	1	7	5	0	0	17	1	13
2098_1	0	0	0	1	0	0	0	0	2	15
2098_2	0	1	0	0	2	1	0	0	2	12
2100_1	0	0	0	0	0	24	0	0	0	1
8474_1	0	3	0	0	3	2	0	1	0	1
8474_2	1	4	0	0	1	0	0	0	0	1
2111_1	0	0	0	0	0	0	0	9	0	0
2111_2	0	0	0	0	0	0	0	13	0	0
2111_3	0	0	0	0	0	0	0	14	0	0
2111_4	0	0	0	0	0	0	0	11	0	0
2124_1	0	0	4	15	0	0	0	0	0	2
2124_2	0	0	8	32	0	0	0	0	0	4
2124_3	0	0	1	3	0	0	0	0	0	0
2128_1	2	0	1	14	0	4	0	2	1	6
2157_1	0	10	0	0	13	1	43	1	0	0
2157_2	0	3	0	0	9	2	9	0	3	0
2157_3	0	2	0	0	3	0	9	0	1	0
2157_4	0	2	0	0	7	1	12	0	0	0
2157_5	0	3	0	0	17	2	31	0	0	0
2157_6	0	1	0	0	1	1	6	0	0	0
2157_7	0	4	0	0	4	2	13	2	2	0
2157_8	0	1	0	0	6	1	6	0	0	0
2157_9	0	6	0	0	12	1	21	1	0	0
2157_10	0	0	0	0	1	0	4	0	0	0
2157_11	0	10	0	0	5	5	34	1	0	0
2157_12	0	6	1	0	9	3	17	0	0	0
2157_13	0	2	0	0	3	3	20	2	0	0
2157_14	1	14	3	1	17	4	51	1	1	0
2157_15	1	5	0	0	10	0	22	0	0	0
2157_16	0	5	0	0	12	1	27	1	0	0
2157_17	0	0	0	0	2	0	7	2	0	0
2157_18	1	20	0	0	25	11	64	2	0	0
2157_19	0	1	1	0	8	2	34	1	1	0
2157_20	0	0	0	0	4	1	11	1	0	0
2157_21	0	2	0	0	1	0	3	0	0	0
2161_1	4	1	1	29	3	27	0	0	15	86
2161_2	0	0	0	5	0	0	0	0	0	11
2167_1	0	0	0	1	2	0	0	0	12	1
2167_2	1	0	0	0	0	0	0	0	5	0
2167_3	0	0	0	0	0	0	0	0	0	0
2172_1	4	0	1	0	0	0	0	0	0	0
2172_2	6	0	1	2	0	0	0	0	0	1
2172_3	2	0	1	0	0	0	0	0	0	0
2178_1	1	0	0	1	0	7	0	0	22	8
2200_1	0	0	3	49	0	0	0	1	0	1
2200_2	0	0	6	14	1	0	0	1	1	2
2200_3	0	0	6	20	0	0	0	0	0	1
2200_4	0	0	5	10	0	0	0	0	0	2
2200_5	0	0	18	35	0	0	0	0	2	5
2200_6	0	0	9	38	0	2	0	0	0	3
2200_7	0	0	7	15	0	0	0	0	0	1
2200_8	0	0	1	0	0	0	0	0	0	0
2206_1	0	0	1	0	0	0	0	0	2	5
2206_2	8	0	0	0	0	2	0	0	9	16
2206_3	4	0	1	1	1	1	0	0	7	15
2206_4	0	0	0	0	0	1	0	0	4	5
2206_5	0	0	0	0	0	0	0	0	1	0
2206_6	0	0	0	0	0	0	0	0	3	4
2273_1	0	9	2	0	2	1	11	35	0	0
2273_2	0	2	0	0	2	0	11	21	0	1
2273_3	0	3	0	0	2	1	5	20	0	0
2273_4	0	6	1	0	1	1	2	34	0	0
2273_5	0	2	0	0	6	0	1	14	0	0
2273_6	0	5	1	0	2	1	5	15	1	0
2273_7	0	1	2	0	7	0	3	8	0	0
2273_8	0	6	2	0	3	1	8	41	0	2
2273_9	0	4	2	0	1	0	3	7	0	0
2273_10	0	8	1	0	2	1	2	32	0	0
2273_11	0	5	1	0	0	1	4	24	0	0
2273_12	0	1	2	0	3	1	2	9	0	1
2273_13	0	8	4	0	4	0	7	29	0	0
2273_14	0	2	1	0	4	0	0	10	0	0
2273_15	0	6	2	0	7	0	8	37	0	0
2273_16	0	8	6	0	2	1	2	10	0	0
2273_17	0	3	1	0	5	0	6	33	1	0
2273_18	0	2	3	0	4	0	6	15	0	0
2273_19	2	12	6	0	6	0	11	62	0	0
2273_20	0	3	2	0	2	1	5	32	0	3
2273_21	0	9	7	1	11	2	18	77	0	1
2273_22	0	6	3	0	0	0	4	16	0	0
2273_23	0	1	0	1	1	0	2	2	0	0
2273_24	0	5	0	0	5	1	5	20	0	0
2273_25	0	12	5	1	2	0	13	46	0	1
2273_26	0	4	1	1	1	1	3	33	0	0
2273_27	0	7	2	0	0	0	4	13	0	0
2273_28	0	7	3	0	4	0	2	41	0	0
2273_29	0	8	2	1	4	1	15	48	0	0
2273_30	0	5	3	0	2	1	5	21	0	0
2273_31	1	10	5	0	4	3	13	69	0	0
2273_32	0	6	2	0	8	2	20	68	3	0
2273_33	0	12	7	0	7	0	16	67	0	0
2273_34	0	1	0	0	0	0	3	5	0	0
2273_35	0	9	1	0	2	0	13	29	0	0
2273_36	0	1	0	0	1	0	2	7	0	0
2273_37	0	4	3	0	1	1	5	24	0	0
2273_38	0	3	3	0	3	0	6	18	0	1
2273_39	0	4	3	0	1	0	0	20	0	0
2273_40	0	0	1	0	3	0	0	14	0	0
2273_41	0	3	0	0	2	0	4	19	0	0
2273_42	0	3	1	0	0	0	1	8	0	0
2273_43	0	7	2	3	1	1	11	28	0	0
2273_44	0	16	5	1	11	2	15	69	0	0
2273_45	0	4	0	0	0	1	5	21	0	1
2273_46	0	8	0	0	2	1	9	36	0	0
2273_47	0	18	6	0	9	3	20	85	0	0
2273_48	0	3	2	0	2	0	5	35	1	0
2273_49	0	0	0	1	0	1	7	15	0	0
8477_1	0	0	0	0	0	0	0	0	6	14
8477_2	0	1	4	0	0	0	0	0	1	20
8477_3	0	0	0	0	0	0	0	0	1	22
8477_4	0	0	0	0	0	0	0	0	2	3
2283_1	0	0	0	0	0	0	0	0	12	0
2283_2	1	0	0	0	0	0	0	0	4	0
2306_1	0	2	0	0	9	1	5	0	0	0
2306_2	0	6	0	0	9	0	11	0	0	0
2306_3	0	3	0	0	10	7	29	0	0	0
2306_4	0	3	0	0	1	0	9	0	0	0
2306_5	0	1	0	0	1	0	6	0	0	0
2306_6	0	3	0	0	11	1	13	0	0	0
2306_7	0	0	0	0	1	0	15	1	0	0
2306_8	0	2	0	0	10	0	14	0	0	0
2306_9	0	0	0	0	2	1	1	0	0	0
2306_10	0	0	0	0	0	1	8	0	0	0
2306_11	0	0	0	0	0	0	6	0	0	0
2306_12	0	2	0	0	8	0	24	0	0	0
2306_13	0	6	0	0	4	1	3	0	0	0
2306_14	0	4	0	0	10	1	24	0	0	0
2306_15	0	6	0	0	14	1	19	0	1	0
2306_16	0	1	0	0	0	0	6	0	0	0
2306_17	0	1	0	0	1	1	4	0	0	0
2306_18	1	0	0	0	3	1	9	1	0	1
2306_19	0	0	0	0	3	1	9	0	0	0
2306_20	0	2	0	0	5	1	18	0	0	0
2306_21	0	4	0	0	1	2	11	2	0	0
2306_22	0	0	0	0	0	0	0	0	0	0
2306_23	0	2	0	0	7	1	4	0	0	0
2306_24	0	1	0	0	3	3	7	1	0	0
2306_25	0	0	0	0	5	0	8	0	0	0
2306_26	0	6	0	1	0	1	3	0	0	0
2309_1	0	1	0	0	0	4	0	0	3	3
2309_2	0	0	0	2	1	4	0	0	3	6
2313_1	0	0	0	0	0	1	0	0	26	1
2313_2	0	0	0	0	0	0	0	0	19	0
2316_1	4	0	0	1	0	0	0	0	0	0
2316_2	9	0	4	6	0	3	0	0	0	0
2316_3	25	0	7	12	0	3	0	0	1	2
2319_1	0	0	0	0	1	1	0	0	0	19
2327_1	1	8	0	0	14	3	24	1	3	1
2327_2	0	5	0	0	10	1	22	1	0	0
2327_3	6	4	0	0	22	7	43	0	0	0
2327_4	1	10	0	0	6	0	8	1	0	0
2327_5	1	10	0	0	10	1	31	0	0	0
2327_6	6	4	6	6	15	15	9	0	0	3
2337_1	140	133	123	61	21	19	95	74	1	248
2337_2	55	67	67	31	7	4	52	39	0	117
2337_3	183	138	137	78	19	18	101	70	0	223
2337_4	50	39	39	18	10	8	36	27	0	78
2337_5	58	58	33	28	16	6	33	27	0	82
2341_1	5	10	0	0	6	57	6	20	0	3
2345_1	0	2	0	0	0	9	1	1	0	0
2345_2	5	6	0	0	1	23	2	9	0	5
2674_1	4	1	2	5	1	2	3	5	0	10
2674_2	3	4	1	3	1	0	2	5	0	15
2674_3	6	13	6	5	1	4	6	17	0	27
2674_4	21	40	24	12	1	1	16	23	0	47
2674_5	1	4	2	1	0	0	0	1	0	4
2674_6	27	21	19	9	10	3	21	27	0	44
2674_7	20	29	13	7	3	1	12	11	0	37
2674_8	7	16	7	3	2	2	5	9	0	31
2674_9	13	9	6	8	0	1	9	7	0	19
2674_10	25	36	25	15	3	4	15	14	0	42
2674_11	6	1	4	2	2	2	2	1	0	5
2674_12	26	29	14	10	6	3	14	7	0	29
2674_13	19	24	14	25	5	6	25	13	0	42
2674_14	17	16	21	4	0	4	14	12	0	39
2674_15	8	13	13	10	2	2	10	7	0	20
2674_16	51	63	27	19	3	7	32	47	0	80
2674_17	43	34	41	9	8	2	18	30	0	68
2674_18	6	2	10	5	2	0	5	4	0	9
2674_19	10	7	4	2	1	3	4	5	0	19
2674_20	32	33	21	8	7	2	18	24	0	42
2674_21	18	14	15	11	5	2	16	16	0	39
2674_22	5	1	8	0	0	0	2	2	0	8
2674_23	30	20	24	20	5	6	25	13	0	40
2674_24	2	3	2	0	0	2	5	5	0	14
2674_25	50	56	38	23	14	7	28	43	0	85
2674_26	11	8	5	1	0	1	3	5	0	4
2674_27	29	14	13	9	4	7	15	13	1	29
2674_28	34	26	25	14	4	4	32	25	0	60
2674_29	31	36	20	25	5	3	26	30	0	63
2674_30	3	5	5	5	0	2	13	3	0	18
2674_31	21	17	19	12	1	4	10	7	0	24
2674_32	7	7	6	4	1	2	4	11	1	21
2674_33	23	23	23	9	2	1	23	13	1	37
2674_34	26	30	19	14	4	5	23	19	0	41
2674_35	35	33	34	31	11	2	17	26	1	61
2674_36	16	17	11	8	3	3	13	17	0	29
2674_37	80	61	47	27	15	14	51	50	0	102
2674_38	13	9	8	8	0	4	14	6	0	15
2674_39	13	11	10	1	0	1	12	10	0	23
2674_40	25	21	18	9	3	2	15	19	0	35
2674_41	4	4	2	7	0	1	1	3	0	3
2674_42	27	20	15	11	6	3	16	18	0	49
2674_43	27	27	25	24	11	4	23	20	0	48
2674_44	38	20	13	8	4	2	15	11	0	38
2674_45	17	11	4	5	1	4	10	1	0	19
2674_46	31	11	11	8	2	3	14	5	0	41
2674_47	25	31	20	23	3	2	23	22	0	40
2674_48	23	21	22	7	6	5	15	13	0	43
2674_49	31	20	17	20	12	5	22	26	3	36
2674_50	19	14	12	11	6	5	7	13	0	29
2674_51	6	12	4	1	1	0	3	1	0	6
2674_52	14	19	8	9	3	0	12	8	0	23
2674_53	36	34	15	6	2	1	23	27	0	42
2674_54	27	30	25	8	1	4	16	16	0	39
2674_55	11	9	8	7	6	2	12	6	0	15
2674_56	14	19	10	10	0	4	12	8	0	18
2674_57	45	50	41	25	3	6	36	27	0	67
2674_58	7	4	2	3	1	0	2	6	0	8
2674_59	41	29	41	20	9	4	49	26	3	62
2674_60	22	27	28	15	1	3	33	23	0	53
2674_61	19	27	17	9	3	7	20	13	0	56
2674_62	10	4	4	3	1	0	3	6	0	5
2674_63	3	5	5	7	0	5	5	11	0	10
2674_64	19	12	17	11	2	9	11	6	0	38
2674_65	37	16	19	10	4	3	26	17	0	37
2674_66	25	18	21	9	1	3	13	12	0	30
2674_67	32	31	17	18	2	3	24	10	0	49
2674_68	40	44	28	27	1	8	23	31	0	60
2674_69	21	14	14	12	8	4	13	20	0	33
2674_70	20	17	23	9	1	7	19	18	0	31
2674_71	38	31	23	15	8	8	30	27	0	51
2674_72	10	9	10	5	1	0	10	9	0	16
2674_73	43	37	19	15	8	5	27	24	0	67
2674_74	23	29	14	8	5	1	19	11	0	41
2674_75	50	73	56	28	8	8	57	49	0	100
2674_76	14	8	16	11	2	2	12	14	0	29
2674_77	22	24	8	10	2	0	9	17	0	23
2674_78	58	57	43	25	8	9	44	27	0	97
2674_79	32	27	13	7	3	3	18	20	0	49
2674_80	42	35	38	27	4	4	41	25	0	82
2674_81	98	76	71	60	17	15	65	54	0	191
2674_82	3	2	2	1	0	0	4	3	0	14
2674_83	8	23	8	16	1	4	12	22	0	29
2674_84	102	89	56	47	11	25	78	65	0	137
2674_85	42	44	36	26	7	5	35	32	0	79
2674_86	15	20	8	13	1	4	8	14	1	30
2674_87	18	17	12	4	3	3	5	10	0	16
2674_88	7	9	10	7	1	3	6	4	0	12
2674_89	19	16	13	8	1	2	18	14	0	28
2674_90	69	58	58	26	19	8	47	31	1	110
2674_91	35	34	26	13	3	3	30	22	0	39
2674_92	35	31	30	24	5	9	31	32	0	57
2674_93	101	66	46	38	13	13	55	65	3	128
2674_94	50	38	33	28	8	6	22	39	0	86
2674_95	48	30	34	20	4	6	28	32	0	66
2674_96	28	17	16	14	6	8	14	13	0	39
2674_97	17	37	10	17	0	4	34	22	0	36
2674_98	42	29	31	21	3	8	23	29	0	50
2674_99	36	33	34	17	5	6	23	23	0	65
2674_100	81	73	61	21	14	11	60	41	0	138
2674_101	43	28	21	11	1	5	20	9	0	40
2674_102	11	24	17	4	7	3	13	18	0	43
2674_103	20	25	19	10	4	6	17	19	0	43
2674_104	53	54	31	29	10	4	40	48	0	65
2674_105	24	18	11	8	2	1	14	12	0	31
2674_106	41	38	30	25	5	6	27	24	1	80
2674_107	76	56	39	38	6	10	51	59	0	90
2674_108	29	26	19	24	4	5	17	24	0	56
2674_109	40	41	20	17	12	3	24	22	1	57
2674_110	45	25	29	20	6	6	25	24	0	51
2674_111	66	91	72	42	14	14	65	55	0	129
2674_112	25	22	21	8	2	5	23	12	0	34
2674_113	46	35	30	22	3	12	33	22	0	60
2674_114	44	30	28	22	6	5	28	13	0	54
2674_115	16	16	22	12	4	2	16	10	0	34
2674_116	22	16	17	15	2	7	18	9	0	41
2674_117	33	14	14	3	6	4	12	12	0	33
2674_118	33	7	16	17	2	3	11	7	0	32
2674_119	39	39	31	14	4	7	33	21	0	56
2674_120	42	32	24	12	3	9	20	11	0	46
2674_121	60	46	41	24	12	2	42	38	0	74
2674_122	86	108	74	49	15	24	68	72	0	176
2674_123	79	72	84	46	18	10	54	65	0	141
2674_124	44	44	27	26	9	10	19	32	0	80
2674_125	49	33	38	20	6	6	27	16	1	38
2674_126	51	42	37	23	4	6	29	28	0	58
2674_127	50	50	47	23	10	7	31	56	0	91
2674_128	84	66	74	51	8	18	77	64	2	137
2674_129	53	42	43	36	10	6	35	44	1	88
2674_130	69	91	64	45	11	11	57	61	1	132
2674_131	45	25	32	24	17	5	34	24	0	69
2674_132	54	60	38	30	10	9	56	34	0	92
2674_133	90	72	61	33	3	6	63	53	1	104
2674_134	7	4	4	0	0	2	4	7	0	5
2674_135	62	57	56	31	8	9	55	45	0	113
2674_136	26	25	23	12	4	2	11	14	0	38
2674_137	20	26	21	13	5	4	16	20	0	43
2674_138	85	55	55	37	12	13	62	63	0	150
2674_139	94	63	90	36	6	14	62	57	0	133
2674_140	52	34	36	19	7	4	36	30	0	65
2674_141	87	52	53	31	7	13	25	47	0	98
2674_142	44	43	24	19	1	6	36	33	2	59
2674_143	46	71	45	30	13	14	42	25	0	107
2674_144	84	83	59	50	14	14	73	54	0	132
2674_145	56	28	36	26	6	10	37	29	0	69
2674_146	84	63	56	40	14	8	51	57	0	128
2674_147	21	23	15	14	7	4	16	18	0	37
2674_148	38	30	24	10	6	7	24	38	0	62
2674_149	17	19	12	5	8	4	11	6	0	17
2674_150	9	13	10	7	2	3	6	6	0	13
2674_151	29	19	22	14	5	3	22	18	0	25
2674_152	55	51	38	26	9	5	41	34	0	75
2674_153	67	68	48	32	5	8	42	41	0	119
2674_154	26	39	26	20	6	2	19	23	0	65
2674_155	8	18	9	3	3	2	11	5	0	10
2674_156	3	3	3	0	0	0	1	3	0	7
2674_157	28	33	22	19	3	4	22	24	0	43
2674_158	19	20	20	12	4	4	8	14	0	29
2674_159	48	38	36	28	5	3	29	21	0	54
2674_160	38	26	24	12	1	3	24	19	0	49
2674_161	66	55	44	28	8	5	40	49	0	85
2674_162	2	2	0	1	0	1	2	4	0	8
2674_163	41	46	33	22	4	6	40	35	0	57
2674_164	117	90	59	43	20	12	62	72	0	140
2674_165	62	55	41	19	10	3	45	28	0	89
2674_166	18	7	17	4	5	3	11	6	0	29
2674_167	29	27	24	9	1	4	15	14	0	63
2674_168	40	28	26	15	5	3	27	30	0	78
2674_169	19	7	14	8	3	3	8	9	0	22
2674_170	48	32	50	23	6	4	24	28	1	96
2674_171	17	10	11	7	4	2	16	12	0	9
2674_172	50	21	34	22	5	5	32	22	0	57
2674_173	29	32	17	8	1	8	9	20	0	43
2674_174	21	17	12	13	7	6	14	14	0	32
2674_175	21	18	19	9	4	2	13	15	0	29
2674_176	31	10	8	5	0	2	15	18	0	23
2674_177	50	37	35	21	7	4	21	28	0	80
2674_178	20	13	11	4	1	4	13	7	0	29
2674_179	14	25	18	13	0	1	19	10	0	34
2674_180	12	6	10	2	3	1	3	7	0	24
2674_181	43	58	36	19	6	14	38	23	0	105
2674_182	30	32	36	27	6	8	24	33	1	64
2674_183	41	19	27	21	8	6	22	25	0	54
2674_184	34	38	26	20	6	6	24	24	0	48
2674_185	33	35	44	21	7	7	32	22	0	58
2674_186	44	41	29	19	4	2	24	15	0	58
2674_187	39	27	24	21	6	5	22	18	0	75
2674_188	18	14	10	8	3	3	9	10	0	35
2674_189	38	47	22	12	4	3	29	30	0	48
2674_190	41	43	24	10	1	9	21	30	0	61
2674_191	20	16	4	16	1	3	11	14	0	21
2674_192	28	36	12	6	7	2	21	18	0	39
2674_193	8	9	7	5	0	1	5	10	0	16
2674_194	57	54	40	27	14	14	41	48	1	107
2674_195	20	10	10	9	3	2	13	11	0	28
2674_196	36	34	34	13	5	8	33	43	0	62
2674_197	1	0	3	2	0	0	2	0	0	3
2674_198	21	18	22	17	2	5	15	16	0	39
2674_199	21	7	8	4	5	0	12	17	0	25
2674_200	43	37	26	13	10	8	21	29	0	69
2674_201	91	89	66	38	10	7	55	53	0	130
2674_202	43	39	36	23	9	4	33	31	0	81
2674_203	60	56	36	40	6	6	43	42	0	105
2674_204	113	93	45	33	17	15	74	65	0	120
2674_205	4	6	3	5	0	2	3	5	0	9
2674_206	14	12	6	10	4	6	11	11	0	29
2674_207	83	70	70	35	13	9	56	58	0	158
2674_208	7	3	4	2	1	0	3	5	0	9
2674_209	50	49	33	23	6	5	29	31	0	78
2674_210	27	21	26	15	2	4	17	16	0	43
2674_211	33	24	19	18	1	2	25	23	0	42
2674_212	36	35	18	16	2	8	26	25	0	35
2674_213	22	28	16	11	4	1	20	21	0	43
2674_214	16	11	6	3	4	6	12	14	0	16
2674_215	5	8	5	1	2	4	3	5	0	11
2674_216	17	11	12	6	6	3	7	12	0	21
2674_217	22	8	7	4	4	2	7	18	0	30
2674_218	10	21	9	5	1	0	5	14	0	19
2674_219	21	16	22	11	2	1	13	19	0	28
2674_220	16	16	13	5	2	4	12	4	0	23
2674_221	32	28	20	9	0	6	22	22	0	34
2674_222	11	10	7	10	2	7	11	8	2	20
2674_223	73	70	73	27	16	10	58	58	0	110
2674_224	27	20	28	12	2	1	24	33	1	55
2674_225	0	5	0	1	1	1	1	0	0	1
2674_226	59	41	34	21	10	8	34	42	0	64
2674_227	48	43	36	19	6	6	38	18	0	76
2674_228	43	56	27	18	10	7	32	28	0	77
2674_229	8	9	5	3	1	1	9	1	0	11
2674_230	38	46	24	17	4	4	32	22	0	55
2674_231	31	30	20	17	8	6	14	27	0	56
2674_232	35	40	18	24	7	4	38	26	0	75
2674_233	23	23	19	8	2	1	5	13	0	26
2674_234	8	5	5	2	3	0	2	7	0	15
2674_235	20	13	10	13	1	1	11	8	0	25
2674_236	66	30	32	30	8	6	37	34	0	74
2674_237	22	24	9	5	4	7	23	19	0	28
2674_238	21	22	14	9	6	4	19	14	0	36
2674_239	22	17	12	8	0	5	4	13	0	36
2674_240	35	40	42	12	2	6	29	29	0	89
2674_241	44	54	27	17	2	1	27	30	1	71
2674_242	29	26	24	5	3	8	20	12	0	44
2674_243	36	30	29	18	12	6	25	25	0	57
2674_244	42	38	22	21	1	5	39	23	0	64
2674_245	25	26	20	16	2	0	9	14	0	43
2674_246	45	38	19	19	3	6	35	25	0	59
2674_247	89	76	47	59	15	10	68	62	0	163
2674_248	64	80	42	36	10	12	54	47	0	117
2674_249	80	65	44	26	11	8	61	49	1	126
2674_250	55	32	24	19	5	4	29	11	0	66
2674_251	48	47	34	17	4	5	36	19	0	74
2674_252	33	25	22	10	4	4	26	16	0	34
2674_253	24	30	16	10	5	9	16	10	0	21
2674_254	23	14	11	11	2	3	8	8	0	36
2674_255	23	11	15	12	3	1	17	14	0	32
2674_256	9	13	14	3	6	2	13	19	0	33
2674_257	10	11	20	12	1	1	5	7	0	28
2674_258	4	6	5	2	0	1	3	8	0	10
2674_259	49	35	18	9	2	1	21	26	0	45
2674_260	32	22	33	40	9	18	16	26	24	45
2674_261	8	3	16	19	7	3	5	4	17	4
2674_262	12	10	24	43	7	5	7	9	27	9
8482_1	0	0	1	0	0	0	0	34	0	0
8482_2	0	0	0	0	0	0	0	3	0	0
2687_1	6	0	2	3	0	0	0	0	0	0
2687_2	26	0	8	12	0	2	0	0	0	2
2687_3	15	0	9	11	0	1	0	1	1	0
2692_1	0	0	0	1	0	1	0	2	0	1
2692_2	0	0	0	1	0	0	0	4	0	3
2692_3	0	0	1	8	0	1	0	21	0	6
2713_1	0	2	2	5	1	5	1	74	0	7
2713_2	0	0	0	14	1	0	0	18	0	4
2713_3	1	0	0	8	0	0	0	10	0	5
2713_4	2	1	2	25	1	1	0	49	0	19
2713_5	0	0	0	6	0	1	0	10	0	10
2713_6	0	0	0	6	0	0	0	17	0	4
2713_7	0	0	0	5	0	0	0	11	0	8
2713_8	0	0	0	11	1	0	0	19	0	9
2713_9	0	1	0	5	2	0	0	12	0	2
