Geneid	SRR22405441	SRR22405442	SRR22405445	SRR22405453	SRR22405460	SRR22405461	SRR22405467	SRR22405532	SRR22405538	SRR22405544
7144_3	1	10	1	1	14	4	2	0	0	6
7148_1	0	0	5	4	0	0	0	0	1	0
7148_2	0	0	5	15	1	0	0	0	2	1
7148_3	1	0	9	10	2	0	0	0	0	0
163_1	20	6	13	10	13	8	4	2	0	7
163_2	38	6	13	16	12	5	12	0	0	29
7157_1	6	1	1	2	16	9	0	0	0	9
7157_2	5	2	0	2	5	8	1	1	0	4
7157_3	11	6	4	12	12	24	2	1	0	9
7157_4	2	2	1	3	4	9	1	0	0	1
7157_5	12	4	4	6	13	28	1	0	1	11
7157_6	10	7	1	7	12	8	1	1	0	7
7157_7	10	2	2	4	8	6	1	1	0	3
7157_8	13	3	2	13	32	33	1	1	0	13
7157_9	10	0	3	1	5	6	1	0	0	5
7157_10	21	5	3	24	24	22	2	3	2	14
7157_11	7	2	3	7	10	16	2	0	0	6
7157_12	22	3	4	11	16	18	2	1	0	14
7158_1	0	0	2	2	0	0	0	0	6	4
7158_2	2	0	4	22	0	7	0	0	8	4
7164_1	0	2	0	1	12	12	1	6	0	0
7164_2	0	1	0	0	2	4	0	0	0	1
7164_3	0	2	0	0	9	2	0	11	0	0
7164_4	0	0	0	1	9	8	0	8	0	1
7164_5	0	0	0	0	5	7	0	3	0	2
7164_6	0	3	0	0	15	18	2	7	0	0
7164_7	0	0	0	0	7	8	1	2	0	0
7164_8	0	1	0	0	8	7	0	6	0	0
7164_9	0	7	0	0	23	8	0	12	0	0
7164_10	0	0	0	0	5	5	0	3	0	1
1815_1	2	0	0	0	0	0	0	0	10	3
7165_1	0	0	1	5	3	1	0	0	3	0
7165_2	1	0	0	0	0	2	0	0	0	2
7166_1	0	0	0	0	2	0	7	0	0	0
7166_2	0	0	0	0	4	0	2	0	0	0
7166_3	0	0	0	0	1	0	4	0	0	0
7166_4	0	0	0	0	0	0	4	0	0	0
7172_1	4	12	271	1	8	9	17	1	2	5
7172_2	1	3	0	4	0	0	2	0	0	0
7172_3	3	7	1	5	8	8	5	0	0	1
7172_4	4	6	1	1	2	5	3	0	0	2
7172_5	2	2	1	2	7	0	5	0	0	4
7172_6	1	1	0	0	3	0	1	0	0	0
7178_1	0	0	0	0	0	2	0	0	0	1
7178_2	11	5	4	4	0	2	1	0	0	11
7178_3	15	2	1	5	3	1	0	0	0	7
7181_1	0	0	0	0	0	4	0	0	0	1
7181_2	0	0	2	6	11	7	1	1	0	0
7197_1	0	2	0	0	3	1	8	0	0	0
7197_2	0	3	0	0	7	2	18	0	0	0
7197_3	0	0	0	0	12	0	6	0	1	0
7197_4	0	3	0	0	5	3	5	0	0	0
7197_5	0	16	1	0	25	2	57	1	0	2
7197_6	0	2	0	0	6	1	10	0	0	0
7197_7	0	7	0	0	8	2	16	0	5	0
7197_8	0	9	0	1	11	3	31	0	0	0
7197_9	0	5	1	0	4	2	22	0	0	0
7197_10	0	0	0	0	1	0	5	0	0	0
7197_11	0	1	0	0	4	1	11	0	0	0
7197_12	0	1	0	0	6	1	30	0	0	0
7197_13	0	6	0	1	13	0	14	0	0	0
7197_14	0	3	0	0	3	0	18	0	1	0
7197_15	0	3	0	0	9	1	17	0	2	0
7197_16	1	6	0	1	4	7	40	4	0	0
7197_17	0	2	3	0	6	0	10	0	0	2
7197_18	0	4	0	0	7	0	15	0	0	0
7197_19	0	8	0	0	10	1	43	0	0	0
7204_1	0	0	0	0	0	0	0	2	0	0
7204_2	0	0	0	0	0	1	0	35	0	0
7204_3	0	0	0	0	0	0	0	14	0	0
7204_4	0	0	0	0	0	0	0	16	0	0
1817_1	0	0	0	1	0	0	0	0	19	0
1819_1	0	0	0	0	0	1	0	0	3	0
1819_2	1	0	0	2	0	0	0	0	7	0
7209_1	8	1	0	3	1	35	0	0	17	12
7212_1	0	0	3	0	0	0	0	1	7	0
7212_2	0	0	0	1	0	0	0	0	4	0
7215_1	0	0	0	2	0	0	0	0	0	0
7215_2	2	13	5	6	13	12	12	0	0	5
7219_1	0	0	0	0	0	0	0	0	17	3
7219_2	0	0	0	0	0	0	0	0	8	0
7219_3	1	0	0	0	0	0	0	0	22	0
7219_4	1	0	0	0	0	0	0	0	4	0
1822_1	0	6	0	0	11	5	23	2	0	0
1822_2	0	5	0	0	5	0	17	0	0	0
7222_1	0	0	0	24	0	0	8	0	0	0
7222_2	0	0	0	2	0	1	1	0	0	0
7224_1	0	0	5	24	0	1	0	0	4	0
7224_2	0	0	3	17	0	0	0	0	0	1
7224_3	1	0	3	22	0	0	0	0	0	0
7226_1	0	0	1	10	0	0	0	0	0	0
7227_1	5	0	0	5	1	12	0	0	1	14
7232_1	0	0	0	2	0	0	0	0	3	0
7232_2	0	0	0	0	0	0	0	0	18	2
7233_1	0	0	0	0	0	0	0	0	16	0
7233_2	0	0	0	0	0	0	0	0	13	0
1824_1	5	1	3	4	2	7	0	0	13	6
1824_2	3	0	0	1	1	4	0	1	1	2
7237_1	1	0	0	0	1	2	0	0	2	13
7238_1	0	0	0	0	0	0	0	0	20	0
7238_2	0	0	0	0	0	0	0	0	15	0
7239_1	7	0	0	0	0	0	0	0	2	12
7239_2	2	0	0	0	0	0	0	0	1	4
7239_3	2	0	0	0	0	0	0	0	3	6
7242_1	13	0	3	3	0	0	0	0	0	2
7244_1	0	0	0	0	0	0	0	0	21	0
7245_1	6	0	7	1	1	1	0	0	3	0
1827_1	0	0	0	0	0	0	0	0	12	0
1827_2	0	0	0	0	0	0	0	0	14	0
7247_1	0	0	6	34	1	0	0	0	0	1
7250_1	1	3	1	1	1	13	1	1	4	27
7254_1	0	0	0	0	0	0	0	0	7	0
7254_2	0	0	0	0	0	0	0	0	13	0
7260_1	25	51	16	17	24	8	24	156	67	17
7260_2	17	34	17	9	14	4	21	72	45	19
7287_1	5	0	6	0	37	0	0	1	0	1
7287_2	23	1	3	1	82	0	0	0	0	0
7287_3	18	7	39	55	122	5	14	0	21	13
7287_4	4	0	11	22	35	7	6	0	0	2
7287_5	7	3	24	26	60	4	5	4	0	9
7287_6	5	1	9	18	23	2	3	0	2	2
7287_7	3	0	6	17	27	2	2	0	0	3
7287_8	0	0	0	10	0	0	5	0	0	0
7287_9	7	0	0	62	0	11	7	0	15	0
7287_10	0	0	0	23	0	1	1	0	0	0
7287_11	5	0	0	45	0	1	5	0	0	2
7287_12	0	0	0	6	0	1	0	0	0	0
7287_13	0	0	0	9	0	1	0	0	0	0
7287_14	0	0	0	0	2	0	0	0	0	0
7287_15	2	0	0	8	0	2	2	0	0	0
7287_16	0	0	0	7	0	0	1	0	0	0
7287_17	0	0	0	6	1	0	2	0	0	0
7287_18	1	0	0	17	0	1	11	0	0	0
7287_19	4	0	0	21	1	5	4	0	0	0
7287_20	2	0	0	5	0	0	5	0	0	0
7287_21	1	0	0	15	0	1	2	0	0	0
7287_22	2	0	0	2	2	0	0	0	0	0
7287_23	2	0	0	30	1	1	8	1	0	0
7287_24	4	0	0	10	0	1	3	0	0	0
7287_25	0	0	0	8	0	0	2	0	0	0
7291_1	1	0	1	1	1	2	0	0	0	2
7291_2	2	0	6	11	2	1	0	0	1	5
7291_3	1	0	0	0	0	0	0	2	0	0
7295_1	0	0	0	0	0	0	0	0	0	1
7295_2	0	0	3	0	0	0	0	0	3	30
7297_1	0	0	0	0	0	0	0	0	5	0
7297_2	0	0	0	0	0	0	0	0	7	0
1832_1	0	0	0	0	18	9	0	3	0	0
1832_2	0	1	0	0	9	9	0	1	0	0
1832_3	0	3	0	0	4	4	0	1	0	0
7301_1	0	0	0	0	0	0	0	0	0	0
7301_2	0	0	0	0	0	0	0	0	15	0
7307_1	0	0	0	0	0	0	0	50	0	0
7307_2	0	0	0	0	0	0	0	31	0	0
7307_3	0	0	0	0	0	0	0	14	0	0
7315_1	0	0	0	0	0	0	0	0	1	18
7315_2	0	0	0	0	0	0	0	0	1	14
7317_1	0	2	0	0	4	0	0	0	0	1
7317_2	0	2	0	1	4	0	0	0	0	1
7320_1	0	0	4	4	0	0	0	0	0	0
7320_2	0	0	0	10	0	0	0	0	0	0
7326_1	0	0	0	0	0	0	0	0	0	0
7326_2	0	0	0	0	0	0	0	23	0	0
7326_3	1	0	0	0	0	0	0	26	0	0
7326_4	0	0	0	0	0	0	0	5	0	0
7330_1	0	2	1	0	2	0	0	0	0	0
7330_2	0	1	1	1	4	0	3	0	0	0
7330_3	1	1	0	2	3	1	6	0	0	0
7330_4	1	3	0	2	1	1	3	0	0	1
7330_5	5	5	0	1	4	3	2	0	0	1
7330_6	2	1	0	0	1	0	1	0	1	1
7332_1	3	0	1	3	1	5	0	2	7	4
7332_2	2	0	0	2	2	3	0	0	4	1
7332_3	1	1	0	1	1	2	0	0	0	2
7340_1	1	1	1	2	2	1	1	0	0	1
7340_2	4	5	2	2	4	1	1	0	0	0
7340_3	2	0	0	1	2	0	0	0	0	2
7348_1	0	0	0	0	0	1	0	63	0	1
7348_2	0	0	0	0	0	1	0	45	0	1
7348_3	0	0	0	0	0	0	0	71	4	0
7348_4	0	0	0	0	0	0	0	18	0	0
7348_5	0	0	0	0	0	0	0	20	0	0
7351_1	2	0	1	0	0	0	0	0	2	21
7351_2	0	0	0	0	0	0	0	0	2	7
7358_1	1	2	0	0	4	0	2	0	0	0
7358_2	0	5	5	1	10	1	5	0	1	1
7358_3	1	0	2	0	5	0	5	0	0	1
7358_4	2	8	2	3	15	2	9	0	0	2
7358_5	4	2	3	1	7	3	3	0	0	1
1841_1	2	0	125	64	0	1	1	6	175	40
1841_2	1	0	82	66	0	0	1	4	120	36
7362_1	0	0	1	2	0	0	0	0	0	0
7362_2	0	0	0	6	0	1	0	0	0	1
7362_3	0	0	1	8	0	0	0	0	0	0
7362_4	0	0	2	20	0	1	0	1	0	0
7364_1	3	7	1	0	5	2	2	0	0	1
7367_1	1	0	0	0	0	0	0	0	1	17
7367_2	0	0	0	0	0	0	0	0	0	6
7369_1	0	0	1	0	0	1	0	0	9	5
7369_2	0	0	0	0	0	0	0	0	0	1
7376_1	0	0	1	1	0	1	1	0	0	1
7376_2	1	5	0	3	5	2	6	0	0	3
7376_3	2	5	0	0	3	1	2	0	0	2
7378_1	0	0	2	0	0	0	0	0	0	19
7378_2	0	0	0	0	0	0	0	0	1	3
7385_1	0	0	0	0	5	0	10	0	1	0
7385_2	0	0	0	0	19	0	44	1	0	0
7385_3	0	0	0	0	6	0	22	0	0	0
7390_1	0	0	0	0	0	0	0	0	0	0
7390_2	0	0	0	0	0	0	0	0	12	0
7395_1	0	0	0	0	0	0	0	0	0	6
7395_2	0	0	0	0	0	1	0	0	2	12
7395_3	0	0	0	0	0	0	0	0	0	11
7397_1	0	0	0	0	0	0	0	0	0	11
7397_2	0	0	0	0	0	0	0	0	0	3
7403_1	0	0	0	0	2	1	22	0	0	0
7403_2	0	0	0	0	4	0	8	0	0	0
7403_3	0	0	0	0	0	0	0	0	0	0
7408_1	1	0	0	3	5	5	0	0	4	11
7409_1	0	0	0	0	0	0	0	0	19	0
7425_1	6	0	2	2	0	2	0	0	0	0
7425_2	2	1	3	6	0	1	0	0	0	5
7425_3	12	0	6	7	0	9	0	0	0	4
7425_4	4	0	0	3	0	1	0	0	0	1
7425_5	21	0	6	10	0	2	0	0	0	2
7425_6	16	0	4	0	0	0	0	0	0	1
7425_7	11	0	6	9	0	2	0	0	0	1
7425_8	10	0	8	8	0	1	0	0	0	1
7425_9	7	0	6	5	0	0	0	0	2	2
7425_10	9	0	1	2	0	0	0	0	0	0
7431_1	0	0	0	0	0	0	0	0	4	18
7431_2	0	0	0	0	0	0	0	0	0	3
7436_1	0	0	0	0	0	0	0	0	2	0
7436_2	1	0	1	1	0	0	0	0	13	2
7436_3	0	0	0	0	0	0	0	0	5	1
7440_1	0	0	0	0	0	0	0	0	1	0
7440_2	0	0	0	0	0	2	0	0	10	0
7440_3	0	0	0	0	0	0	0	0	6	0
7454_1	0	0	2	12	0	1	0	0	0	2
7454_2	0	0	2	23	0	2	0	0	1	5
7454_3	0	0	1	0	0	0	0	0	0	0
7454_4	0	0	0	1	0	0	0	0	0	1
7454_5	0	0	0	4	0	0	0	0	0	1
7454_6	0	0	0	11	0	0	0	0	0	1
7454_7	0	0	1	12	0	0	0	0	0	0
7454_8	0	0	1	12	0	0	0	0	3	0
7454_9	0	0	3	32	0	4	0	0	0	0
7454_10	1	0	3	20	0	1	0	0	2	0
7454_11	0	0	5	12	0	4	0	0	0	1
7454_12	0	0	3	16	0	0	0	0	0	0
7454_13	0	0	0	18	0	0	0	0	0	1
7456_1	1	2	0	0	0	0	4	1	0	1
7459_1	1	0	0	0	0	0	0	0	2	1
7459_2	1	1	2	2	1	3	0	0	3	10
7471_1	1	3	0	2	5	2	5	0	0	3
7471_2	1	4	2	0	3	1	1	0	0	0
7471_3	5	5	6	2	3	3	6	0	0	0
7471_4	0	1	2	0	1	4	0	0	0	1
7471_5	0	1	0	0	0	0	0	0	0	0
7471_6	2	5	1	2	4	0	0	0	0	1
7471_7	2	3	1	2	0	1	3	0	0	4
7471_8	1	6	1	0	3	0	6	0	0	0
7471_9	2	1	2	2	2	0	6	0	0	1
7471_10	1	4	1	0	9	1	1	0	0	2
7471_11	2	1	1	0	0	1	1	0	0	2
7471_12	1	2	1	1	0	0	3	0	0	0
7478_1	34	0	14	12	0	4	0	0	0	4
7478_2	0	0	0	0	0	1	0	0	0	0
1847_1	0	0	0	0	0	0	0	0	0	6
1847_2	0	0	0	0	0	0	0	0	3	5
1847_3	0	0	0	0	0	0	0	0	3	22
7486_1	0	0	4	16	0	0	0	0	0	0
7486_2	0	1	17	39	0	0	0	0	0	1
7486_3	0	0	0	1	0	0	0	0	0	0
7498_1	0	0	5	9	0	0	0	0	1	0
7498_2	0	0	2	7	0	0	0	1	0	1
7498_3	2	0	4	25	0	4	0	0	3	1
7498_4	0	0	1	21	0	1	0	0	0	4
7498_5	3	0	2	27	0	0	0	0	0	0
7498_6	0	0	10	34	0	4	0	0	11	5
7506_1	4	2	0	2	3	2	1	0	0	2
7506_2	7	0	1	2	0	6	0	0	0	0
7506_3	4	0	1	3	8	8	1	0	0	4
7506_4	8	3	0	9	17	8	0	0	0	5
7506_5	5	4	5	4	12	12	0	0	0	5
7506_6	10	0	1	6	16	13	1	1	0	3
7506_7	9	8	7	13	13	16	1	13	0	16
7508_1	0	0	0	0	0	10	0	0	0	0
7508_2	0	0	0	0	0	6	0	0	0	1
7602_1	11	0	6	16	0	0	0	0	2	2
7602_2	27	0	37	28	0	0	0	0	14	5
7602_3	17	0	29	26	2	1	0	0	8	9
7602_4	8	0	12	11	1	0	0	1	2	1
7602_5	7	0	5	6	0	0	0	0	3	0
7602_6	41	0	62	55	1	1	0	1	12	16
7602_7	19	0	14	33	3	0	0	0	9	5
7602_8	49	1	54	57	3	2	0	0	16	11
7602_9	19	0	20	22	0	0	0	0	8	2
7602_10	7	0	4	18	1	0	0	0	9	2
7602_11	9	0	12	23	0	0	0	0	11	3
7602_12	34	0	59	60	0	1	0	0	16	8
7602_13	18	0	27	17	3	2	0	0	3	5
7602_14	31	0	36	22	1	0	0	0	6	9
7602_15	28	0	27	27	1	0	0	0	9	4
7602_16	9	0	17	15	0	0	0	0	0	0
7602_17	30	0	38	49	5	2	0	0	17	11
7602_18	60	0	51	73	1	0	0	0	18	14
7602_19	10	0	5	10	0	1	0	0	1	2
7602_20	39	0	35	57	0	0	0	1	21	24
7602_21	22	0	42	35	1	2	0	0	7	11
7602_22	8	0	7	10	0	0	0	0	0	2
7602_23	35	0	35	31	0	1	0	0	10	8
7602_24	17	0	15	19	3	0	1	1	3	1
7602_25	7	0	2	9	0	0	0	0	4	3
7602_26	25	0	33	31	0	0	0	0	8	7
7602_27	16	0	24	31	0	1	0	2	3	5
7602_28	20	0	29	14	0	2	0	0	5	5
7602_29	27	0	30	26	0	0	0	0	4	7
7602_30	15	0	16	21	1	1	0	0	8	5
7602_31	14	0	9	6	0	0	0	0	5	5
7602_32	28	0	25	24	0	2	0	0	8	11
7602_33	33	0	60	53	5	2	0	0	10	12
7602_34	15	0	19	20	0	1	0	0	7	3
7602_35	36	0	34	36	2	1	0	0	9	9
7602_36	30	0	31	28	0	0	0	0	6	2
7602_37	5	0	5	4	0	0	0	0	1	2
7602_38	3	0	7	3	1	0	0	0	4	2
7602_39	73	2	83	100	6	8	0	0	19	18
7602_40	44	0	33	50	1	2	0	0	19	8
7602_41	6	0	4	6	0	0	0	0	4	2
7602_42	54	0	90	73	3	1	2	0	15	20
7602_43	15	0	20	14	0	0	0	0	2	6
7602_44	42	0	49	52	1	2	0	0	16	11
7602_45	16	0	20	17	2	0	0	0	5	6
7602_46	7	1	9	7	0	0	0	0	3	3
7602_47	7	0	4	11	0	0	0	0	4	4
7602_48	110	1	164	147	2	4	3	1	37	49
7602_49	134	0	164	158	3	1	0	0	61	39
7602_50	15	0	15	23	2	0	1	0	2	5
7602_51	23	0	22	24	1	0	0	0	12	7
7602_52	39	0	37	31	1	0	0	0	12	11
7602_53	28	0	23	20	5	3	0	0	10	7
7602_54	23	0	26	26	3	5	1	0	13	5
7602_55	25	0	32	26	1	1	0	0	13	3
7602_56	44	1	29	38	0	0	0	0	19	15
7602_57	23	0	28	39	3	3	0	0	9	7
7602_58	40	0	55	58	0	0	0	0	19	11
7602_59	15	0	19	34	2	2	0	1	10	6
7602_60	36	0	42	41	0	0	0	0	9	10
7602_61	5	0	18	10	2	0	0	0	4	3
7602_62	30	0	21	32	1	1	1	0	6	6
7602_63	16	0	13	23	1	0	0	0	3	0
7602_64	8	0	15	13	0	2	0	0	7	3
7602_65	22	0	14	11	0	0	0	0	2	4
7602_66	34	0	41	37	5	0	0	0	8	5
7602_67	17	0	28	27	2	0	0	0	10	4
7602_68	32	0	28	35	2	1	0	0	14	11
7602_69	41	0	46	45	1	1	0	0	13	10
7602_70	14	1	14	26	0	0	0	0	6	7
7602_71	48	0	47	48	2	1	0	0	19	12
7602_72	22	0	17	30	0	0	0	0	3	7
7602_73	21	0	24	22	0	0	0	0	9	5
7605_1	0	0	1	16	0	1	0	0	0	2
7605_2	0	0	2	6	0	0	0	0	0	0
7605_3	0	0	0	3	0	1	0	0	0	0
7607_1	1	0	0	0	0	0	0	0	0	0
7607_2	16	0	7	7	0	1	1	0	0	3
7607_3	8	0	3	5	0	0	0	0	0	1
7610_1	11	1	1	17	0	4	1	0	1	15
7610_2	3	2	0	5	0	1	0	0	0	8
7610_3	2	0	3	3	0	0	0	0	1	3
7610_4	1	0	0	1	0	0	0	0	0	1
7616_1	0	1	0	0	3	1	0	1	0	0
7616_2	0	0	0	0	0	0	0	2	0	0
7616_3	0	4	1	0	2	0	1	11	0	0
7616_4	1	2	0	0	2	0	3	10	0	0
7616_5	0	5	2	0	7	0	11	39	0	0
7616_6	1	2	0	0	2	0	1	13	0	1
7616_7	0	9	1	1	2	1	12	31	0	0
7616_8	0	13	12	0	11	0	11	85	0	0
7617_1	0	0	2	1	0	0	0	0	1	0
7617_2	0	0	1	2	0	0	0	0	5	0
7620_1	0	0	2	3	0	0	0	0	3	0
7620_2	0	0	8	13	2	0	0	0	8	3
7625_1	0	0	0	0	0	0	1	0	0	0
7625_2	0	0	0	0	6	0	18	0	0	0
7625_3	0	0	0	0	9	0	14	0	0	0
7625_4	1	0	0	0	5	0	6	0	0	0
7627_1	1	0	0	1	0	0	0	0	15	0
7631_1	13	0	0	4	0	2	0	0	1	0
7631_2	1	0	0	0	0	1	0	0	0	0
7634_1	0	0	0	0	0	0	0	18	0	0
7634_2	0	0	0	0	0	0	0	21	0	0
7634_3	0	0	0	0	0	0	0	41	3	0
7634_4	0	0	0	0	0	0	0	3	0	0
7640_1	0	0	0	0	6	0	15	0	1	2
7640_2	0	0	0	0	6	0	9	0	0	0
1852_1	0	0	1	5	0	0	0	0	0	0
1852_2	0	0	0	1	0	0	0	0	3	0
1852_3	0	0	1	1	0	0	0	0	0	0
1852_4	0	0	2	1	0	0	0	0	2	1
7644_1	87	0	7	33	0	5	0	0	50	16
7644_2	0	0	0	1	0	0	0	0	0	0
7659_1	4	9	5	6	19	3	9	11	4	12
7659_2	1	5	1	1	21	2	7	16	8	2
7659_3	2	14	7	2	16	1	7	11	7	5
7659_4	8	8	4	8	31	2	22	15	13	2
7664_1	0	0	0	0	0	2	3	18	2	0
7664_2	0	0	0	0	0	0	0	17	0	0
7664_3	0	0	0	0	0	1	0	35	0	0
7672_1	0	0	0	0	0	0	0	0	0	0
7672_2	0	0	8	20	0	0	0	0	0	0
7672_3	0	0	12	24	0	3	0	0	1	2
7672_4	0	0	6	15	0	0	0	0	0	1
7672_5	0	0	0	1	0	0	0	0	1	0
7672_6	2	0	3	16	0	1	0	0	4	0
7672_7	0	0	3	17	0	0	0	0	0	0
7686_1	2	0	1	3	0	0	0	0	1	0
7686_2	26	0	15	23	5	16	0	0	11	9
7686_3	4	0	4	0	1	1	0	0	1	1
7686_4	10	0	23	15	2	10	0	0	3	9
7686_5	4	0	3	1	0	2	0	0	0	10
7709_1	3	5	5	7	20	5	25	16	15	4
7709_2	3	2	1	3	2	0	4	5	1	3
7709_3	3	5	2	3	18	0	10	15	9	6
7709_4	0	9	3	2	11	4	6	5	1	4
7709_5	1	0	0	0	2	0	1	1	0	0
7709_6	1	2	1	3	4	2	5	6	5	3
7709_7	1	8	1	3	4	1	3	5	2	2
7709_8	3	9	1	1	13	1	5	7	4	4
7709_9	0	8	0	3	10	0	6	5	4	6
7709_10	2	1	1	1	6	0	1	5	2	0
7709_11	0	3	1	1	5	1	1	5	3	0
7709_12	0	2	2	2	4	1	0	5	3	0
7709_13	1	3	1	3	5	0	6	4	5	0
7709_14	1	7	10	9	16	0	6	16	10	2
7709_15	2	3	2	5	8	0	6	7	8	0
7709_16	2	3	5	7	17	3	18	18	11	3
7709_17	3	6	3	5	14	2	20	12	11	9
7709_18	4	4	3	4	12	1	12	16	3	4
7709_19	1	1	2	0	7	0	2	3	1	0
7709_20	1	5	0	2	1	1	4	4	1	1
7713_1	6	0	0	2	4	6	0	0	8	6
7719_1	1	5	0	1	4	1	5	0	0	0
7719_2	4	11	3	4	11	4	8	0	0	3
7719_3	8	9	1	3	12	5	7	0	0	7
7719_4	3	5	0	1	9	2	15	0	0	2
7719_5	3	7	2	1	7	1	3	0	1	2
7727_1	5	4	2	2	3	1	7	0	0	1
7727_2	4	1	0	2	6	2	4	0	0	1
7727_3	8	6	2	2	4	0	4	0	0	2
7735_1	3	0	0	1	2	0	0	0	0	7
7735_2	0	0	0	5	1	2	0	0	0	1
7743_1	1	0	0	0	0	0	0	0	1	2
7743_2	1	0	3	3	0	4	0	0	18	46
7743_3	0	0	0	0	0	0	0	0	1	6
1858_1	0	0	0	0	0	0	0	0	3	0
1858_2	0	0	0	0	0	0	0	0	41	1
1858_3	2	0	0	0	0	0	0	0	10	1
7748_1	0	0	0	0	0	0	0	29	0	0
7748_2	0	0	0	0	0	0	0	34	0	0
7748_3	0	0	0	0	0	1	0	43	0	0
7748_4	0	0	0	0	0	0	0	9	0	0
7748_5	0	0	0	0	0	0	0	16	0	0
7748_6	0	0	0	0	0	0	0	32	0	0
7748_7	0	0	0	0	0	0	0	4	0	0
7748_8	0	0	0	0	0	0	0	28	0	0
7748_9	10	5	2	4	5	4	2	43	9	0
168_1	6	1	1	5	0	38	0	0	7	12
168_2	1	0	0	0	0	8	0	0	1	0
168_3	0	0	0	0	0	20	0	0	0	8
168_4	0	0	0	0	0	10	0	0	0	6
7752_1	0	0	0	0	0	0	0	0	2	5
7752_2	0	0	0	0	0	0	0	0	0	8
1859_1	6	4	2	3	11	0	4	0	0	4
1859_2	0	0	0	0	0	0	1	0	0	0
7763_1	0	0	0	0	0	0	7	0	0	0
7763_2	0	0	0	0	8	0	17	0	0	0
7763_3	0	0	0	0	2	0	5	0	0	0
7764_1	2	0	0	1	0	0	0	0	6	6
1867_1	0	0	4	8	0	1	0	0	0	0
1867_2	0	0	2	7	0	0	0	1	0	0
1867_3	0	1	7	29	0	0	0	0	4	4
1867_4	0	0	1	7	0	2	3	0	0	2
1867_5	0	0	1	15	0	0	0	0	0	1
1867_6	2	1	7	16	1	0	0	0	4	7
1867_7	8	0	7	33	2	4	0	0	7	3
1867_8	0	0	1	13	0	0	0	0	0	0
1867_9	0	0	2	7	0	1	0	0	0	0
1867_10	0	0	0	13	0	2	0	0	2	0
1867_11	3	0	11	47	0	9	1	0	10	9
7773_1	0	0	0	0	0	0	0	0	0	10
7773_2	0	0	1	0	0	0	0	0	3	3
7773_3	0	0	0	0	1	0	0	0	1	6
7773_4	0	0	0	0	0	0	0	0	1	11
7777_1	20	0	1	1	1	0	0	0	2	10
7777_2	0	0	0	0	0	0	0	0	0	2
7777_3	7	0	0	2	0	0	0	0	1	1
7777_4	6	0	0	0	0	0	0	0	3	1
7777_5	8	0	0	0	0	0	0	0	0	0
7777_6	18	0	0	0	0	2	0	0	2	5
7777_7	6	0	0	0	0	0	0	0	0	3
7777_8	0	0	0	1	0	0	0	0	0	0
7783_1	0	0	0	0	0	0	0	0	2	5
7783_2	0	0	0	0	0	0	0	0	2	8
7783_3	0	0	0	4	1	1	0	0	6	17
7783_4	0	0	1	0	0	3	0	0	0	11
7786_1	2	0	0	1	2	4	0	2	20	3
7786_2	0	0	0	0	0	0	0	0	7	0
7791_1	0	0	0	5	0	0	6	0	2	0
7791_2	0	0	0	24	0	1	4	0	3	0
7795_1	1	0	0	0	0	16	0	0	0	3
7795_2	0	0	0	0	0	2	0	0	0	0
7799_1	0	0	0	0	2	0	1	1	0	0
7799_2	0	1	0	0	1	0	1	2	0	0
7799_3	1	6	1	1	6	2	0	8	0	0
7800_1	0	0	0	0	7	2	0	0	0	1
7800_2	0	0	0	0	1	2	0	0	0	0
7800_3	0	0	0	0	2	4	0	0	0	0
7805_1	0	0	0	0	0	0	0	0	4	29
7806_1	5	0	0	0	0	0	0	0	3	0
7806_2	0	0	0	0	0	0	0	0	0	1
7813_1	3	6	2	3	4	6	1	0	0	4
7813_2	1	1	1	2	2	1	1	0	0	0
7817_1	0	0	0	0	0	0	0	19	0	1
7817_2	0	0	0	0	0	0	0	21	0	0
7817_3	0	0	0	0	0	0	0	18	0	0
7817_4	0	0	0	0	0	0	0	5	0	0
7824_1	0	0	0	1	0	1	0	0	7	0
7824_2	0	0	0	0	0	3	0	0	14	0
7824_3	0	0	0	0	0	0	0	0	8	0
7830_1	29	0	40	54	0	1	0	0	14	14
7830_2	5	0	4	4	0	0	0	0	0	0
7865_1	34	0	29	25	2	1	0	0	10	11
7865_2	40	0	25	41	2	0	0	0	7	12
7865_3	14	0	13	12	0	1	0	0	1	3
7865_4	30	0	32	19	0	1	0	0	7	8
7865_5	37	0	30	44	0	0	0	0	10	7
7865_6	55	0	60	58	5	1	0	0	26	12
7865_7	7	0	8	4	0	0	0	0	4	3
7865_8	24	0	23	35	0	0	0	0	10	5
7865_9	32	0	21	22	3	0	0	0	7	6
7865_10	15	0	23	19	1	1	0	0	9	2
7865_11	25	0	27	15	0	1	0	1	5	8
7865_12	35	0	39	48	0	0	0	0	10	12
7865_13	52	0	49	45	0	3	0	0	14	13
7865_14	80	0	97	82	4	0	1	0	14	15
7865_15	18	0	20	19	2	0	0	0	7	12
7865_16	43	0	34	31	1	2	0	0	7	10
7865_17	31	0	20	27	0	1	0	0	11	5
7865_18	60	1	63	59	1	0	0	0	24	13
7865_19	35	0	43	41	2	0	0	0	11	8
7865_20	41	0	43	43	2	3	0	0	18	17
7865_21	12	0	14	24	0	1	0	0	4	1
7865_22	29	0	24	27	2	1	0	0	10	13
7865_23	43	0	50	55	4	1	0	0	15	6
7865_24	26	0	49	43	1	1	0	0	6	15
