feature	1_RP_001	1_RP_002	1_RP_003	1_RP_004	1_RP_011	1_RP_012	1_RP_013	1_RP_014
635.401878@822.24[]	NA	14378.8096	NA	NA	NA	NA	NA	NA
1041.647239@748.60[]	NA	19407.1602	NA	NA	NA	NA	NA	NA
373.166405@788.56[]	NA	10257.4404	NA	NA	NA	NA	NA	NA
1088.543198@745.30[]	NA	26100.5801	NA	NA	NA	NA	NA	NA
1160.884059@546.51[]	NA	20865.9199	NA	NA	NA	NA	NA	NA
153.101517@314.70[]	NA	15208.7803	NA	NA	NA	NA	NA	NA
542.321922@933.19[]	NA	24097.1992	NA	NA	NA	NA	NA	NA
518.225498@769.40[]	NA	46358.6914	NA	NA	NA	NA	NA	NA
1071.640399@821.58[]	NA	6426.8545	NA	NA	NA	NA	NA	NA
519.325693@933.85[]	NA	25033.9609	NA	NA	NA	NA	NA	NA
121.963702@754.87[]	NA	32290.3105	NA	NA	NA	NA	NA	NA
1033.188671@732.42[3]	NA	32075.2109	NA	NA	NA	NA	NA	NA
1113.901018@739.02[]	NA	16745.8594	NA	NA	NA	NA	NA	NA
860.459598@667.37[2]	NA	26464.9805	NA	NA	NA	NA	NA	NA
277.599898@770.39[]	NA	36919.5117	NA	NA	NA	NA	NA	NA
819.375872@769.73[2]	NA	65103.4297	NA	NA	NA	NA	NA	NA
411.295854@759.83[]	NA	17427.8301	NA	NA	NA	NA	NA	NA
770.561651@880.69[]	NA	93434.0703	NA	NA	NA	NA	NA	NA
542.755353@770.72[2]	NA	176526.2969	NA	NA	NA	NA	NA	NA
1117.652635@746.95[3]	NA	30251.5000	NA	NA	NA	NA	NA	NA
874.731719@663.74[2]	NA	24333.8496	NA	NA	NA	NA	NA	NA
1119.781126@746.95[]	NA	23414.8301	NA	NA	NA	NA	NA	NA
673.487365@885.64[]	NA	22224.5996	NA	NA	NA	NA	NA	NA
1147.109230@667.70[3]	NA	15759.9805	NA	NA	NA	NA	NA	NA
972.480938@743.98[1]	NA	93501.8984	NA	NA	NA	NA	NA	NA
223.098744@212.99[]	NA	51368.1484	NA	NA	NA	NA	NA	NA
579.421326@801.77[]	NA	143503.9062	NA	NA	NA	NA	NA	NA
599.254772@794.83[]	NA	29135.1504	NA	NA	NA	NA	NA	NA
287.612339@770.39[2]	NA	210119.4062	NA	NA	NA	NA	NA	NA
840.718964@676.61[]	NA	50533.6211	NA	NA	NA	NA	NA	NA
142.967126@753.88[]	NA	40219.7812	NA	NA	NA	NA	NA	NA
934.642298@999.89[]	NA	14763.7695	NA	NA	NA	NA	NA	NA
596.511417@1017.40[]	NA	12754.5996	NA	NA	NA	NA	NA	NA
238.778835@277.38[]	NA	70038.6719	NA	NA	NA	NA	NA	NA
836.614483@1016.73[1]	NA	740133.0000	NA	NA	NA	NA	NA	NA
730.574857@826.20[]	NA	2937604.0000	NA	NA	NA	NA	NA	NA
1039.234555@963.24[]	NA	23975.4902	NA	NA	NA	NA	NA	NA
154.083610@52.17[]	NA	20900.5996	NA	NA	NA	NA	NA	NA
1094.408361@740.67[2]	NA	174551.4062	NA	NA	NA	NA	NA	NA
569.329695@779.31[]	NA	54683.1016	NA	NA	NA	NA	NA	NA
524.244457@770.39[2]	NA	48456.6992	NA	NA	NA	NA	NA	NA
178.123362@759.50[]	NA	54782.4805	NA	NA	NA	NA	NA	NA
686.417070@850.31[]	NA	12503.6504	NA	NA	NA	NA	NA	NA
795.671088@743.98[]	NA	9635.8438	NA	NA	NA	NA	NA	NA
933.081226@737.70[]	NA	13592.9902	NA	NA	NA	NA	NA	NA
957.259911@743.32[3]	NA	35848.0703	NA	NA	NA	NA	NA	NA
938.183103@688.17[]	NA	28219.7793	NA	NA	NA	NA	NA	NA
581.240448@992.30[]	NA	12513.3496	NA	NA	NA	NA	NA	NA
687.849567@677.60[3]	NA	22515.8008	NA	NA	NA	NA	NA	NA
1097.672084@842.71[]	NA	9645.1758	NA	NA	NA	NA	NA	NA
1083.279834@742.66[2]	NA	12086.7305	NA	NA	NA	NA	NA	NA
795.219666@742.99[]	NA	27762.5703	NA	NA	NA	NA	NA	NA
808.042913@905.45[]	NA	22194.9492	NA	NA	NA	NA	NA	NA
1139.702251@838.09[]	NA	26994.9805	NA	NA	NA	NA	NA	NA
99.969119@757.52[]	NA	243357.5000	NA	NA	NA	NA	NA	NA
714.997377@687.84[3]	NA	52256.4609	NA	NA	NA	NA	NA	NA
1001.651628@842.05[]	NA	39375.2188	NA	NA	NA	NA	NA	NA
1111.651305@738.36[2]	NA	23652.8008	NA	NA	NA	NA	NA	NA
625.742592@688.83[]	NA	14458.3301	NA	NA	NA	NA	NA	NA
1189.312003@748.27[]	NA	18772.1602	NA	NA	NA	NA	NA	NA
498.190690@183.27[]	NA	11333.9004	NA	NA	NA	NA	NA	NA
983.238605@667.70[]	NA	22782.9297	NA	NA	NA	NA	NA	NA
984.021926@738.03[3]	NA	19248.5391	NA	NA	NA	NA	NA	NA
143.996343@780.30[]	NA	109472.2969	NA	NA	NA	NA	NA	NA
983.954920@667.37[]	NA	11355.7305	NA	NA	NA	NA	NA	NA
141.958496@788.23[]	NA	112440.7969	NA	NA	NA	NA	NA	NA
686.138023@765.77[]	NA	69054.4766	NA	NA	NA	NA	NA	NA
1116.650261@747.61[2]	NA	15865.9697	NA	NA	NA	NA	NA	NA
875.182970@727.80[]	NA	14545.1201	NA	NA	NA	NA	NA	NA
879.630070@742.00[2]	NA	25187.1895	NA	NA	NA	NA	NA	NA
932.776975@732.75[]	NA	14754.7803	NA	NA	NA	NA	NA	NA
1045.262843@749.26[2]	NA	64870.3594	NA	NA	NA	NA	NA	NA
384.960351@78.59[]	NA	9724.3564	NA	NA	NA	NA	NA	NA
829.279918@727.14[]	NA	11055.8398	NA	NA	NA	NA	NA	NA
687.968049@676.94[3]	NA	36932.9414	NA	NA	NA	NA	NA	NA
1072.062441@687.84[]	NA	16896.0508	NA	NA	NA	NA	NA	NA
278.160636@541.23[]	NA	36946.6797	NA	NA	NA	NA	NA	NA
1008.594852@676.61[]	NA	15238.6904	NA	NA	NA	NA	NA	NA
433.284396@939.80[]	NA	16128.9902	NA	NA	NA	NA	NA	NA
625.702742@688.17[]	NA	15429.5801	NA	NA	NA	NA	NA	NA
561.727566@771.06[2]	NA	140954.2031	NA	NA	NA	NA	NA	NA
1198.012643@749.59[]	NA	12028.1504	NA	NA	NA	NA	NA	NA
128.016170@277.38[]	NA	25784.4609	NA	NA	NA	NA	NA	NA
249.218413@56.14[]	NA	11389.1201	NA	NA	NA	NA	NA	NA
598.214609@771.38[]	NA	63572.1211	NA	NA	NA	NA	NA	NA
1193.444369@748.27[]	NA	39133.6602	NA	NA	NA	NA	NA	NA
876.635195@743.65[]	NA	51227.7188	NA	NA	NA	NA	NA	NA
930.878822@738.03[2]	NA	17100.1992	NA	NA	NA	NA	NA	NA
829.121818@726.81[]	NA	11983.6299	NA	NA	NA	NA	NA	NA
571.805780@803.75[]	NA	71092.5469	NA	NA	NA	NA	NA	NA
846.800725@738.36[]	NA	39842.8906	NA	NA	NA	NA	NA	NA
680.147534@1018.39[3]	NA	13672.9199	NA	NA	NA	NA	NA	NA
168.101650@84.21[]	NA	11680.3301	NA	NA	NA	NA	NA	NA
1066.401559@739.68[2]	NA	34435.8789	NA	NA	NA	NA	NA	NA
1075.669928@837.76[]	NA	11207.2100	NA	NA	NA	NA	NA	NA
714.439130@850.64[]	NA	18773.8105	NA	NA	NA	NA	NA	NA
999.834866@663.74[]	NA	31296.5000	NA	NA	NA	NA	NA	NA
1133.137951@748.93[]	NA	9754.8584	NA	NA	NA	NA	NA	NA
784.583572@750.58[]	NA	38259.1406	NA	NA	NA	NA	NA	NA
818.717098@972.49[]	NA	28769.4395	NA	NA	NA	NA	NA	NA
881.826219@745.63[]	NA	21235.6992	NA	NA	NA	NA	NA	NA
935.268526@737.37[1]	NA	16069.0400	NA	NA	NA	NA	NA	NA
990.099894@667.70[]	NA	14644.6201	NA	NA	NA	NA	NA	NA
1102.771158@740.67[2]	NA	71560.8516	NA	NA	NA	NA	NA	NA
258.094066@769.07[]	NA	50697.0508	NA	NA	NA	NA	NA	NA
217.105376@756.86[]	NA	147325.2031	NA	NA	NA	NA	NA	NA
484.165084@359.94[]	NA	26918.0898	NA	NA	NA	NA	NA	NA
783.569577@904.46[2]	NA	77448.3281	NA	NA	NA	NA	NA	NA
874.633412@933.52[]	NA	73131.8516	NA	NA	NA	NA	NA	NA
102.013225@753.88[]	NA	37514.9688	NA	NA	NA	NA	NA	NA
1073.266598@738.36[]	NA	11925.2002	NA	NA	NA	NA	NA	NA
1138.123613@667.37[3]	NA	40777.5391	NA	NA	NA	NA	NA	NA
882.123574@742.66[]	NA	18843.5293	NA	NA	NA	NA	NA	NA
299.143013@777.00[1]	NA	36879.3203	NA	NA	NA	NA	NA	NA
590.382823@858.89[]	NA	8745.1445	NA	NA	NA	NA	NA	NA
1075.155500@738.69[2]	NA	10090.2803	NA	NA	NA	NA	NA	NA
535.299701@849.65[]	NA	18820.4004	NA	NA	NA	NA	NA	NA
982.243199@738.03[3]	NA	22335.5898	NA	NA	NA	NA	NA	NA
279.614497@754.21[]	NA	25819.9199	NA	NA	NA	NA	NA	NA
938.057653@687.51[]	NA	24784.5703	NA	NA	NA	NA	NA	NA
929.873415@733.08[]	NA	12829.2197	NA	NA	NA	NA	NA	NA
912.661764@896.87[]	NA	41831.3516	NA	NA	NA	NA	NA	NA
931.079066@738.36[2]	NA	55727.1992	NA	NA	NA	NA	NA	NA
983.524620@667.70[]	NA	29336.1699	NA	NA	NA	NA	NA	NA
109.029533@50.52[]	NA	12806.2197	NA	NA	NA	NA	NA	NA
1189.596579@747.61[]	NA	18556.0293	NA	NA	NA	NA	NA	NA
1087.406967@741.01[]	NA	19480.9902	NA	NA	NA	NA	NA	NA
878.582097@981.73[1]	NA	84144.3516	NA	NA	NA	NA	NA	NA
787.764009@726.81[]	NA	12984.6504	NA	NA	NA	NA	NA	NA
223.988723@758.84[]	NA	41750.6094	NA	NA	NA	NA	NA	NA
128.969140@651.52[]	NA	257597.4062	NA	NA	NA	NA	NA	NA
945.869693@676.61[]	NA	16590.7207	NA	NA	NA	NA	NA	NA
758.561443@1001.22[]	NA	145521.2969	NA	NA	NA	NA	NA	NA
330.153165@777.66[]	NA	18068.8008	NA	NA	NA	NA	NA	NA
669.196617@178.98[]	NA	16435.2305	NA	NA	NA	NA	NA	NA
1072.206895@688.17[]	NA	14744.9805	NA	NA	NA	NA	NA	NA
687.906557@675.95[3]	NA	34291.9492	NA	NA	NA	NA	NA	NA
176.972050@753.55[]	NA	116614.5000	NA	NA	NA	NA	NA	NA
750.748302@687.84[]	NA	66405.7422	NA	NA	NA	NA	NA	NA
872.332494@742.00[]	NA	25510.5801	NA	NA	NA	NA	NA	NA
889.649473@982.06[]	NA	130151.1016	NA	NA	NA	NA	NA	NA
338.342587@999.23[]	NA	8125.3047	NA	NA	NA	NA	NA	NA
479.688993@384.04[]	NA	12305.8203	NA	NA	NA	NA	NA	NA
890.349366@677.27[]	NA	17785.2109	NA	NA	NA	NA	NA	NA
1116.522712@747.61[]	NA	25366.3691	NA	NA	NA	NA	NA	NA
621.120767@962.58[]	NA	20304.6504	NA	NA	NA	NA	NA	NA
1050.743888@887.62[]	NA	18908.7207	NA	NA	NA	NA	NA	NA
957.148194@742.66[3]	NA	29138.1309	NA	NA	NA	NA	NA	NA
929.235370@748.60[3]	NA	13921.0898	NA	NA	NA	NA	NA	NA
337.324476@881.68[]	NA	16836.5703	NA	NA	NA	NA	NA	NA
882.996135@687.84[]	NA	34289.4414	NA	NA	NA	NA	NA	NA
471.179353@781.95[]	NA	12164.8096	NA	NA	NA	NA	NA	NA
929.971676@732.75[2]	NA	31901.5801	NA	NA	NA	NA	NA	NA
383.331346@975.79[]	NA	38564.0312	NA	NA	NA	NA	NA	NA
210.107082@167.42[]	NA	25749.7207	NA	NA	NA	NA	NA	NA
1067.619775@773.70[1]	NA	51644.7109	NA	NA	NA	NA	NA	NA
982.131861@738.36[3]	NA	20772.0293	NA	NA	NA	NA	NA	NA
204.967184@759.17[]	NA	39788.3984	NA	NA	NA	NA	NA	NA
989.957456@667.37[]	NA	13443.1904	NA	NA	NA	NA	NA	NA
437.104825@576.89[]	NA	21010.5293	NA	NA	NA	NA	NA	NA
560.207047@768.74[2]	NA	48192.7812	NA	NA	NA	NA	NA	NA
365.178950@203.42[]	NA	24338.3203	NA	NA	NA	NA	NA	NA
630.744045@677.27[]	NA	14980.3701	NA	NA	NA	NA	NA	NA
883.020030@739.02[2]	NA	17928.0195	NA	NA	NA	NA	NA	NA
455.225649@758.51[]	NA	29223.4004	NA	NA	NA	NA	NA	NA
955.917845@738.69[3]	NA	10483.9102	NA	NA	NA	NA	NA	NA
871.529848@741.34[2]	NA	33763.6797	NA	NA	NA	NA	NA	NA
955.656729@864.18[]	NA	12325.5498	NA	NA	NA	NA	NA	NA
158.961609@753.88[1]	NA	5443574.0000	NA	NA	NA	NA	NA	NA
1117.027369@747.61[]	NA	17912.9102	NA	NA	NA	NA	NA	NA
1008.461822@677.27[]	NA	15329.9199	NA	NA	NA	NA	NA	NA
826.857748@770.39[2]	NA	55059.5195	NA	NA	NA	NA	NA	NA
787.665068@727.14[]	NA	12575.9404	NA	NA	NA	NA	NA	NA
658.082979@676.61[3]	NA	27642.3105	NA	NA	NA	NA	NA	NA
249.156293@50.19[]	NA	300461.4062	NA	NA	NA	NA	NA	NA
788.545465@871.77[]	NA	173728.0000	NA	NA	NA	NA	NA	NA
777.651947@663.74[3]	NA	20915.2793	NA	NA	NA	NA	NA	NA
937.994241@687.84[]	NA	22678.9609	NA	NA	NA	NA	NA	NA
576.215421@773.04[1]	NA	87390.6328	NA	NA	NA	NA	NA	NA
237.076139@624.77[]	NA	18845.6602	NA	NA	NA	NA	NA	NA
798.484991@744.64[]	NA	18453.9902	NA	NA	NA	NA	NA	NA
750.495528@688.17[]	NA	19945.0293	NA	NA	NA	NA	NA	NA
972.262925@743.98[]	NA	109783.3984	NA	NA	NA	NA	NA	NA
978.142049@742.33[3]	NA	42779.4688	NA	NA	NA	NA	NA	NA
378.925708@49.86[]	NA	53492.4805	NA	NA	NA	NA	NA	NA
508.581809@856.91[]	NA	15047.4600	NA	NA	NA	NA	NA	NA
879.931644@742.00[]	NA	28160.6406	NA	NA	NA	NA	NA	NA
466.329538@861.86[]	NA	16008.7598	NA	NA	NA	NA	NA	NA
653.004955@687.84[]	NA	25804.9805	NA	NA	NA	NA	NA	NA
560.369241@990.65[1]	NA	222810.5938	NA	NA	NA	NA	NA	NA
673.494099@948.38[]	NA	19713.6992	NA	NA	NA	NA	NA	NA
1111.038335@743.98[]	NA	28170.2305	NA	NA	NA	NA	NA	NA
932.471407@732.75[]	NA	10153.6797	NA	NA	NA	NA	NA	NA
84.958733@438.86[]	NA	203514.4062	NA	NA	NA	NA	NA	NA
133.082997@179.31[]	NA	64850.3711	NA	NA	NA	NA	NA	NA
790.001443@688.17[2]	NA	28383.7207	NA	NA	NA	NA	NA	NA
1081.409881@743.32[]	NA	14972.4199	NA	NA	NA	NA	NA	NA
949.700328@743.65[]	NA	19259.2598	NA	NA	NA	NA	NA	NA
435.243057@790.21[]	NA	23573.1992	NA	NA	NA	NA	NA	NA
809.645434@933.52[]	NA	95099.5781	NA	NA	NA	NA	NA	NA
842.532255@896.21[]	NA	32208.0605	NA	NA	NA	NA	NA	NA
280.110688@773.04[2]	NA	244960.0938	NA	NA	NA	NA	NA	NA
799.206316@739.02[]	NA	9167.5215	NA	NA	NA	NA	NA	NA
938.430528@688.83[]	NA	16083.2900	NA	NA	NA	NA	NA	NA
261.131207@753.55[]	NA	75713.1016	NA	NA	NA	NA	NA	NA
880.921753@740.01[2]	NA	15964.1396	NA	NA	NA	NA	NA	NA
628.246358@768.74[]	NA	53064.0000	NA	NA	NA	NA	NA	NA
191.084414@362.58[]	NA	75012.3828	NA	NA	NA	NA	NA	NA
282.175596@780.30[]	NA	30490.2207	NA	NA	NA	NA	NA	NA
502.291599@771.06[]	NA	66649.7891	NA	NA	NA	NA	NA	NA
459.222074@784.59[]	NA	88527.6562	NA	NA	NA	NA	NA	NA
715.141727@687.84[]	NA	45746.3789	NA	NA	NA	NA	NA	NA
445.368032@965.22[]	NA	20837.3398	NA	NA	NA	NA	NA	NA
1154.300623@687.84[]	NA	11654.4697	NA	NA	NA	NA	NA	NA
276.069039@756.86[]	NA	19764.9902	NA	NA	NA	NA	NA	NA
853.596165@667.37[2]	NA	27809.8105	NA	NA	NA	NA	NA	NA
935.865504@732.42[]	NA	12855.7598	NA	NA	NA	NA	NA	NA
1081.912447@744.31[]	NA	28731.4707	NA	NA	NA	NA	NA	NA
578.787928@800.44[]	NA	68283.5703	NA	NA	NA	NA	NA	NA
1105.550002@771.06[]	NA	32142.4902	NA	NA	NA	NA	NA	NA
983.019954@738.36[3]	NA	20427.2207	NA	NA	NA	NA	NA	NA
274.061307@567.31[]	NA	13743.7500	NA	NA	NA	NA	NA	NA
798.846861@742.99[]	NA	18118.8008	NA	NA	NA	NA	NA	NA
630.649536@677.27[]	NA	12262.2100	NA	NA	NA	NA	NA	NA
820.586488@933.52[]	NA	184909.7969	NA	NA	NA	NA	NA	NA
1190.308778@748.93[]	NA	28356.3008	NA	NA	NA	NA	NA	NA
104.068948@102.04[]	NA	19137.2402	NA	NA	NA	NA	NA	NA
829.177638@726.48[]	NA	12068.8203	NA	NA	NA	NA	NA	NA
871.630682@741.34[2]	NA	53342.3984	NA	NA	NA	NA	NA	NA
1086.908120@741.01[]	NA	19633.6895	NA	NA	NA	NA	NA	NA
866.338685@667.37[2]	NA	19148.9102	NA	NA	NA	NA	NA	NA
1122.879861@737.37[]	NA	15074.4404	NA	NA	NA	NA	NA	NA
758.561195@1016.41[]	NA	92867.6562	NA	NA	NA	NA	NA	NA
1193.873359@748.93[]	NA	21140.6992	NA	NA	NA	NA	NA	NA
207.014824@48.21[]	NA	16171.2305	NA	NA	NA	NA	NA	NA
932.675330@731.76[]	NA	10772.5703	NA	NA	NA	NA	NA	NA
1080.653671@741.01[]	NA	14178.4102	NA	NA	NA	NA	NA	NA
276.069267@799.12[]	NA	28134.2305	NA	NA	NA	NA	NA	NA
747.601875@823.89[]	NA	141444.5938	NA	NA	NA	NA	NA	NA
797.752141@740.01[]	NA	10786.2695	NA	NA	NA	NA	NA	NA
978.252417@742.33[]	NA	38968.6602	NA	NA	NA	NA	NA	NA
1047.728875@840.73[]	NA	16519.2207	NA	NA	NA	NA	NA	NA
110.008969@754.54[]	NA	38722.8711	NA	NA	NA	NA	NA	NA
1072.134396@688.17[]	NA	16075.5400	NA	NA	NA	NA	NA	NA
1184.575422@796.81[]	NA	9434.6221	NA	NA	NA	NA	NA	NA
89.938304@437.21[]	NA	149837.2969	NA	NA	NA	NA	NA	NA
938.369513@688.50[]	NA	22152.9492	NA	NA	NA	NA	NA	NA
320.648662@784.92[]	NA	61785.5781	NA	NA	NA	NA	NA	NA
1040.637104@738.36[]	NA	14482.3896	NA	NA	NA	NA	NA	NA
352.591808@769.07[]	NA	36965.2500	NA	NA	NA	NA	NA	NA
510.577184@566.65[]	NA	10361.8301	NA	NA	NA	NA	NA	NA
840.497059@676.61[3]	NA	36906.3516	NA	NA	NA	NA	NA	NA
876.335552@742.99[2]	NA	31211.9395	NA	NA	NA	NA	NA	NA
988.592633@747.61[3]	NA	22121.4004	NA	NA	NA	NA	NA	NA
1100.159308@742.33[2]	NA	95292.8203	NA	NA	NA	NA	NA	NA
930.171637@732.75[2]	NA	70435.7109	NA	NA	NA	NA	NA	NA
796.366448@676.94[]	NA	45582.9609	NA	NA	NA	NA	NA	NA
1169.077286@732.75[2]	NA	14808.5996	NA	NA	NA	NA	NA	NA
756.470101@676.94[3]	NA	13267.4199	NA	NA	NA	NA	NA	NA
874.440416@742.66[2]	NA	116231.5000	NA	NA	NA	NA	NA	NA
983.133859@740.67[3]	NA	25408.8301	NA	NA	NA	NA	NA	NA
610.237794@767.42[]	NA	31606.8105	NA	NA	NA	NA	NA	NA
642.494771@999.23[]	NA	17619.3594	NA	NA	NA	NA	NA	NA
1088.414880@745.30[]	NA	27862.4102	NA	NA	NA	NA	NA	NA
1087.030528@741.34[2]	NA	16017.4697	NA	NA	NA	NA	NA	NA
104.008884@754.54[]	NA	67400.2812	NA	NA	NA	NA	NA	NA
882.817963@739.02[]	NA	15187.5801	NA	NA	NA	NA	NA	NA
927.573508@748.93[3]	NA	9797.3574	NA	NA	NA	NA	NA	NA
652.840237@688.17[3]	NA	22419.3496	NA	NA	NA	NA	NA	NA
560.770956@776.01[2]	NA	44841.9492	NA	NA	NA	NA	NA	NA
983.810943@667.70[]	NA	20020.0195	NA	NA	NA	NA	NA	NA
788.253337@683.88[]	NA	14599.0596	NA	NA	NA	NA	NA	NA
983.690918@741.67[]	NA	13692.1201	NA	NA	NA	NA	NA	NA
799.938807@742.33[]	NA	10360.3799	NA	NA	NA	NA	NA	NA
787.716362@726.48[]	NA	21511.0293	NA	NA	NA	NA	NA	NA
945.557204@676.94[]	NA	24611.0801	NA	NA	NA	NA	NA	NA
70.696992@744.31[]	NA	13335.4199	NA	NA	NA	NA	NA	NA
846.982664@738.36[]	NA	25785.3594	NA	NA	NA	NA	NA	NA
661.472320@936.82[]	NA	23179.7695	NA	NA	NA	NA	NA	NA
926.664002@726.81[]	NA	18817.9707	NA	NA	NA	NA	NA	NA
1118.655323@748.27[2]	NA	25562.5801	NA	NA	NA	NA	NA	NA
959.179808@932.20[]	NA	24379.9297	NA	NA	NA	NA	NA	NA
1075.553290@771.06[1]	NA	124949.0000	NA	NA	NA	NA	NA	NA
981.244130@746.29[]	NA	40013.2305	NA	NA	NA	NA	NA	NA
64.015808@48.54[]	NA	10330.3604	NA	NA	NA	NA	NA	NA
520.272763@817.28[]	NA	39672.7500	NA	NA	NA	NA	NA	NA
277.024379@71.33[]	NA	10343.9805	NA	NA	NA	NA	NA	NA
1110.651918@738.36[2]	NA	18739.0391	NA	NA	NA	NA	NA	NA
160.076073@101.71[]	NA	65951.9531	NA	NA	NA	NA	NA	NA
655.258263@789.88[]	NA	32698.0703	NA	NA	NA	NA	NA	NA
811.394192@771.06[2]	NA	54520.0391	NA	NA	NA	NA	NA	NA
1106.488535@769.40[1]	NA	83988.8516	NA	NA	NA	NA	NA	NA
796.261479@677.27[]	NA	29406.1992	NA	NA	NA	NA	NA	NA
574.897403@857.90[]	NA	13155.4102	NA	NA	NA	NA	NA	NA
454.293149@847.67[]	NA	39715.4883	NA	NA	NA	NA	NA	NA
775.478293@732.42[]	NA	12971.9502	NA	NA	NA	NA	NA	NA
679.162997@1018.72[3]	NA	28477.7695	NA	NA	NA	NA	NA	NA
846.618741@738.36[]	NA	37336.5703	NA	NA	NA	NA	NA	NA
55.934185@755.53[]	NA	47718.3516	NA	NA	NA	NA	NA	NA
790.259922@689.16[3]	NA	57117.9297	NA	NA	NA	NA	NA	NA
854.530337@743.65[]	NA	10907.6904	NA	NA	NA	NA	NA	NA
305.246449@775.02[]	NA	18008.2891	NA	NA	NA	NA	NA	NA
1117.400812@738.36[3]	NA	10224.3799	NA	NA	NA	NA	NA	NA
1069.537805@771.06[1]	NA	275242.8125	NA	NA	NA	NA	NA	NA
765.300424@667.37[]	NA	12546.4805	NA	NA	NA	NA	NA	NA
236.939119@779.31[]	NA	59276.2695	NA	NA	NA	NA	NA	NA
840.571648@849.32[]	NA	14291.3398	NA	NA	NA	NA	NA	NA
299.141997@767.42[]	NA	39781.8906	NA	NA	NA	NA	NA	NA
927.794211@748.93[]	NA	11689.1104	NA	NA	NA	NA	NA	NA
945.682127@677.60[]	NA	25351.1895	NA	NA	NA	NA	NA	NA
994.693658@747.28[3]	NA	13024.5801	NA	NA	NA	NA	NA	NA
97.065114@451.74[]	NA	57265.6992	NA	NA	NA	NA	NA	NA
1000.528981@689.82[]	NA	19947.7402	NA	NA	NA	NA	NA	NA
1163.759970@677.60[]	NA	9883.8516	NA	NA	NA	NA	NA	NA
840.442324@677.60[3]	NA	24169.9902	NA	NA	NA	NA	NA	NA
871.430594@741.34[2]	NA	15341.4102	NA	NA	NA	NA	NA	NA
341.360944@850.64[]	NA	17763.5391	NA	NA	NA	NA	NA	NA
1071.993573@687.18[]	NA	17358.8691	NA	NA	NA	NA	NA	NA
621.256483@668.03[]	NA	12082.5400	NA	NA	NA	NA	NA	NA
140.069300@753.22[]	NA	31691.1406	NA	NA	NA	NA	NA	NA
775.312716@731.76[]	NA	8392.0742	NA	NA	NA	NA	NA	NA
359.270705@750.58[]	NA	25287.9297	NA	NA	NA	NA	NA	NA
253.104953@755.53[]	NA	50464.1719	NA	NA	NA	NA	NA	NA
879.427161@740.67[]	NA	26182.0098	NA	NA	NA	NA	NA	NA
70.768576@744.97[]	NA	12593.5898	NA	NA	NA	NA	NA	NA
821.647535@986.03[]	NA	37198.0508	NA	NA	NA	NA	NA	NA
533.283268@825.21[]	NA	18588.6797	NA	NA	NA	NA	NA	NA
923.356077@748.60[3]	NA	28061.1699	NA	NA	NA	NA	NA	NA
1195.014205@748.93[1]	NA	117472.0000	NA	NA	NA	NA	NA	NA
877.027710@741.01[2]	NA	46314.1211	NA	NA	NA	NA	NA	NA
1083.407446@742.33[]	NA	15316.1797	NA	NA	NA	NA	NA	NA
303.883946@779.97[]	NA	33645.4297	NA	NA	NA	NA	NA	NA
478.298336@790.87[]	NA	38939.3789	NA	NA	NA	NA	NA	NA
259.057755@624.44[]	NA	28723.8496	NA	NA	NA	NA	NA	NA
880.330442@742.33[1]	NA	25792.9492	NA	NA	NA	NA	NA	NA
834.051625@687.84[3]	NA	55499.0781	NA	NA	NA	NA	NA	NA
1083.530606@742.66[2]	NA	13556.6904	NA	NA	NA	NA	NA	NA
881.121451@739.68[]	NA	14958.3799	NA	NA	NA	NA	NA	NA
1083.658313@742.99[2]	NA	18670.0801	NA	NA	NA	NA	NA	NA
1080.564522@677.27[]	NA	16548.3105	NA	NA	NA	NA	NA	NA
1008.663105@677.27[]	NA	18613.4199	NA	NA	NA	NA	NA	NA
1000.122330@664.40[]	NA	27279.1094	NA	NA	NA	NA	NA	NA
564.319692@798.79[]	NA	25949.1797	NA	NA	NA	NA	NA	NA
829.225481@727.14[]	NA	12970.5801	NA	NA	NA	NA	NA	NA
582.247623@795.49[]	NA	35932.5508	NA	NA	NA	NA	NA	NA
632.241715@768.41[]	NA	51586.3008	NA	NA	NA	NA	NA	NA
166.052148@135.72[]	NA	28237.9492	NA	NA	NA	NA	NA	NA
1114.654628@748.27[2]	NA	18847.9805	NA	NA	NA	NA	NA	NA
339.141547@728.13[]	NA	39904.5391	NA	NA	NA	NA	NA	NA
964.709822@950.69[]	NA	11431.6699	NA	NA	NA	NA	NA	NA
1088.161229@744.97[2]	NA	16248.6396	NA	NA	NA	NA	NA	NA
1043.642348@749.26[]	NA	32045.0293	NA	NA	NA	NA	NA	NA
345.108015@765.11[]	NA	57942.7500	NA	NA	NA	NA	NA	NA
552.407574@1002.21[]	NA	38393.4492	NA	NA	NA	NA	NA	NA
279.158886@773.70[]	NA	36009.3789	NA	NA	NA	NA	NA	NA
985.018805@737.70[]	NA	21943.0098	NA	NA	NA	NA	NA	NA
872.537378@744.31[2]	NA	61944.7305	NA	NA	NA	NA	NA	NA
776.152608@738.36[]	NA	14618.1699	NA	NA	NA	NA	NA	NA
287.184029@795.49[]	NA	37571.7188	NA	NA	NA	NA	NA	NA
267.120780@497.64[]	NA	26368.1992	NA	NA	NA	NA	NA	NA
1189.454957@747.94[]	NA	20385.3105	NA	NA	NA	NA	NA	NA
732.582130@826.20[]	NA	350708.0000	NA	NA	NA	NA	NA	NA
