feature	1_RP_001	1_RP_002	1_RP_003	1_RP_004	1_RP_011	1_RP_012	1_RP_013	1_RP_014
423.919152@360.39[]	9818.6475	12085.5098	NA	NA	12625.7500	18871.9492	NA	NA
969.597055@745.22[3]	14560.9004	536148.0000	NA	NA	57816.8594	NA	NA	14758.6504
586.429767@948.14[3]	35822.7891	35944.5781	18568.1992	NA	17335.4609	NA	NA	NA
267.663219@795.49[]	31135.5508	NA	NA	49248.2305	NA	20363.3203	NA	22816.8691
401.341594@998.20[]	38951.2695	NA	NA	NA	NA	18590.0605	15590.7002	24971.7402
316.321145@776.59[]	25408.8008	NA	16594.5508	NA	NA	NA	19786.9609	18575.5293
239.100982@426.69[]	59308.2109	NA	26439.5605	30484.4297	37579.7383	NA	NA	NA
309.044415@52.77[]	19402.4199	15301.9297	12355.0996	NA	NA	7128.9580	NA	NA
324.216720@544.79[]	21381.9707	14562.4199	16215.0098	14145.5996	NA	NA	NA	NA
1023.727218@989.44[2]	75920.8594	88830.5312	43214.6602	NA	44665.4219	NA	NA	NA
83.049534@247.05[]	39587.9805	26226.3906	NA	NA	30170.3398	NA	NA	29972.9805
268.891377@57.72[]	29183.7500	16804.3906	13660.4102	NA	NA	13019.4902	NA	NA
707.844790@1012.21[3]	59399.3594	75844.1484	NA	NA	50728.2617	27802.6094	NA	NA
334.132509@698.89[]	46069.5586	28011.1797	13067.9404	NA	16727.7207	NA	NA	NA
449.324604@780.86[]	43684.7617	24007.5195	18863.1602	NA	NA	14369.5098	NA	NA
493.360105@809.43[]	34093.8984	NA	14789.6201	14251.7598	NA	NA	NA	14146.8701
256.073298@296.60[]	43998.1914	NA	NA	NA	20561.8008	NA	38917.8906	32025.7207
508.339196@820.37[]	782012.6250	NA	NA	NA	147220.5938	NA	29894.4492	27702.2402
625.931455@865.77[2]	16174.9404	24592.9902	20071.5703	NA	20686.1895	NA	NA	NA
338.233727@817.53[]	20210.2891	21251.6992	NA	NA	22967.3398	NA	22595.9102	NA
455.708134@293.40[]	9277.3066	11615.9502	NA	NA	15183.7305	NA	11708.8398	NA
833.425887@695.09[3]	88728.7891	14849.1797	29689.1895	NA	20500.0996	NA	NA	NA
287.645078@790.10[]	12263.1904	10465.5303	NA	17596.4395	NA	17522.0703	NA	NA
318.189934@87.49[]	17558.1504	23256.4297	NA	24688.1309	NA	NA	NA	32959.3906
401.820576@56.32[]	23745.7207	15424.5000	13172.2598	NA	NA	10692.2998	NA	NA
461.776414@56.24[]	27219.6309	16259.6104	15953.1699	NA	NA	12682.9004	NA	NA
226.144435@761.94[]	27017.0605	15419.4502	NA	NA	17956.3398	26489.4805	NA	NA
435.347278@1011.33[]	17677.0508	NA	NA	NA	NA	13886.1797	20995.8906	25141.2402
616.772678@1014.69[3]	24338.1699	43040.9492	NA	NA	51793.4492	32147.2207	NA	NA
437.714091@428.05[]	37503.7891	18194.3008	11846.9404	NA	NA	11147.2998	NA	NA
365.232484@534.72[]	57950.5898	26650.2500	27603.3809	19263.1309	NA	NA	NA	NA
1091.413721@738.57[2]	238908.0938	688924.3750	11086.5400	NA	NA	NA	60692.8906	NA
224.126939@799.73[]	74138.5000	NA	14192.8398	12018.4297	NA	15110.9902	NA	NA
180.065696@616.06[]	11034.4199	NA	NA	NA	NA	15402.6904	11518.2500	12714.6104
223.103011@98.04[]	29908.3691	NA	NA	NA	44775.7617	30693.9102	NA	30778.6406
430.696609@80.83[]	212874.2031	NA	28984.6699	NA	NA	91765.6406	125708.2969	NA
357.046803@101.83[]	27495.5000	21165.4609	15625.8701	NA	NA	15161.9102	NA	NA
274.124063@787.85[]	14897.0898	11998.0195	NA	11920.4805	11970.4404	NA	NA	NA
1009.624504@819.89[1]	110773.0000	82275.5000	28224.0098	32168.7305	NA	NA	NA	NA
990.470940@506.98[2]	33793.9219	31227.2500	18558.3105	NA	14202.7197	NA	NA	NA
200.128802@576.91[]	16676.3398	NA	NA	NA	13779.5498	15788.0195	NA	16570.3906
268.160021@796.43[]	43829.9297	NA	NA	38676.7305	41626.8008	43756.7305	NA	NA
218.139197@200.27[]	29659.1191	19372.6406	18005.4199	NA	NA	22088.9902	NA	NA
182.079777@262.41[]	27405.2207	NA	NA	NA	20419.0098	NA	24487.3008	30228.7891
469.727525@298.98[]	24803.2598	NA	NA	NA	16276.2900	19365.9707	18521.8301	NA
458.240220@810.31[]	14799.5400	16617.2402	13973.6504	10213.1396	NA	NA	NA	NA
469.312041@813.70[]	121873.7969	NA	NA	52578.1602	NA	26309.5703	24754.6094	NA
668.619017@859.68[]	15899.4697	16466.1504	20609.7207	NA	NA	NA	NA	23630.0293
351.137631@336.96[]	32859.2695	NA	NA	26439.7500	NA	NA	17810.0996	25987.7402
788.617672@842.10[1]	10277180.0000	5611382.0000	2120630.0000	673804.1875	NA	NA	NA	NA
646.408131@883.03[]	27420.2109	NA	NA	22199.8105	NA	NA	18837.8809	21626.1094
628.499596@915.38[]	13023.3096	NA	13384.6504	19557.1699	NA	NA	NA	54096.1016
768.553036@820.05[1]	21208.6191	105475.7031	144631.4062	34903.2695	NA	NA	NA	NA
361.196869@621.18[]	68255.4375	NA	NA	37581.4492	31310.5703	28854.9492	NA	NA
568.578938@56.51[]	14370.4502	11053.3301	12011.2002	NA	NA	NA	12248.4600	NA
102.055342@511.58[]	13747.5996	NA	NA	NA	NA	10730.9004	10690.5000	12541.6396
96.078622@51.48[]	11218.6104	NA	NA	NA	31040.0195	NA	29755.8691	26451.4297
892.678088@825.67[1]	97491.5781	75204.9219	112007.8984	65701.7891	NA	NA	NA	NA
1069.642126@840.29[1]	42005.2383	55356.2695	49548.9805	29349.0098	NA	NA	NA	NA
491.783853@797.55[]	36223.2109	NA	NA	33889.1484	NA	NA	19416.9492	18518.3691
722.520849@1009.49[3]	47163.6016	64794.9297	NA	NA	56385.3594	25627.0195	NA	NA
310.055852@50.31[]	18775.4707	15169.9102	NA	NA	6793.1646	11729.4102	NA	NA
656.531979@950.52[]	12057.5400	13220.4199	12123.5000	NA	NA	NA	NA	37408.0898
226.105427@52.41[]	47488.2383	31036.5996	27255.4805	34419.1484	NA	NA	NA	NA
466.287369@803.12[]	65545.8906	44967.9883	30667.0508	NA	NA	NA	NA	25225.5703
281.061164@120.80[]	57855.1016	117338.1016	27651.7695	69827.9688	NA	NA	NA	NA
646.123508@1006.01[3]	17813.7207	51781.9609	NA	NA	69121.9219	41786.3008	NA	NA
1091.288165@738.74[2]	150889.5938	426364.4062	6430.4346	NA	NA	NA	39479.2305	NA
698.978294@872.79[]	9525.2666	13690.9199	14920.4102	NA	15876.8301	NA	NA	NA
549.183992@530.44[]	37761.3516	17427.3496	24077.1309	NA	NA	NA	NA	15233.3096
115.510139@385.07[]	12185.8301	NA	17060.3203	NA	NA	12397.5596	NA	11334.8096
280.154997@244.84[]	18893.0605	16680.9609	27674.5508	16811.1504	NA	NA	NA	NA
259.096872@650.79[]	14878.0596	17884.4004	NA	NA	28972.6094	NA	NA	43833.8398
297.204942@822.63[]	86382.7422	22835.8906	NA	NA	NA	32109.4004	NA	35870.1289
587.083189@784.87[1]	46897.5781	41495.6094	19186.0293	33650.1211	NA	NA	NA	NA
281.051953@779.60[]	9883.9170	7587.8994	NA	8611.7715	NA	NA	5798.4639	NA
210.924936@170.98[]	74178.5078	156998.7969	NA	356614.6875	NA	NA	248189.2031	NA
254.982677@278.10[]	10514.9102	NA	NA	NA	NA	14505.3896	9265.3682	13640.2998
425.218060@759.55[]	60551.0508	64570.5117	NA	NA	53908.2812	52039.7695	NA	NA
500.284403@795.46[]	107547.6016	NA	39606.7891	NA	NA	75986.6875	37048.5000	NA
483.260677@796.15[]	49685.4102	NA	NA	39231.7812	NA	66376.2969	NA	101357.1016
306.961220@54.83[]	15144.7598	20797.1191	13082.1699	NA	NA	19031.2793	NA	NA
758.975570@668.08[3]	16399.8496	66858.2969	14227.4102	NA	11888.7402	NA	NA	NA
254.058412@721.32[]	12717.2500	NA	NA	NA	17915.9902	NA	34428.3086	18346.9707
444.332322@856.27[]	10414.0195	11822.8496	23179.5000	NA	12037.9805	NA	NA	NA
242.093132@565.23[]	20286.5293	13861.0596	8660.7070	NA	NA	8001.4009	NA	NA
439.194667@757.87[]	20926.2305	24812.2598	15883.9004	12116.5703	NA	NA	NA	NA
638.608260@861.58[]	21347.1504	26747.0703	27772.0293	NA	NA	NA	NA	283141.1875
168.100366@140.75[]	69674.0000	NA	72339.8906	46389.7305	41448.4609	NA	NA	NA
459.288140@366.57[]	30267.4199	17354.9492	15395.5400	15440.5303	NA	NA	NA	NA
277.046861@635.14[]	18385.1406	NA	12844.5195	17704.3008	13457.4004	NA	NA	NA
224.041562@362.97[]	29001.0898	NA	NA	15537.6299	NA	44854.0195	16113.3604	NA
799.063599@1006.18[2]	45754.7305	56336.4414	NA	NA	85861.9766	41995.6602	NA	NA
332.037862@50.04[]	29440.0898	16615.3008	9410.4014	NA	NA	11370.2002	NA	NA
310.201147@476.74[]	20755.7793	NA	12747.6904	NA	NA	15640.5996	NA	17297.8105
347.221237@681.49[]	25249.6406	13446.7998	NA	NA	NA	NA	11331.0195	11254.2803
197.075932@257.19[]	20639.8105	NA	NA	NA	21764.0605	NA	30875.0508	25982.0098
107.049417@307.64[]	17692.9004	15742.4902	17042.1992	NA	NA	18402.4102	NA	NA
556.303754@798.55[]	97988.9531	NA	NA	75093.2734	NA	43254.7383	NA	35279.8516
732.404213@819.97[]	13183.8496	14411.9805	11501.1797	10847.2402	NA	NA	NA	NA
207.144734@57.12[]	77192.3203	64320.7617	80841.8906	47101.7617	NA	NA	NA	NA
976.252633@668.08[]	18162.3398	96673.5312	16846.3105	NA	13457.2803	NA	NA	NA
522.546157@551.73[]	20975.5508	NA	NA	NA	13300.4004	32341.1504	14385.0195	NA
114.090055@150.61[]	35368.2617	44166.8008	41043.1719	46283.4219	NA	NA	NA	NA
635.127777@959.62[3]	40461.6484	39099.6484	26306.9297	NA	25980.8496	NA	NA	NA
267.129448@497.98[]	43330.9492	NA	20597.6309	NA	NA	21204.0898	12597.6904	NA
467.298090@803.71[]	43514.9883	61561.8086	NA	63458.9102	50671.3086	NA	NA	NA
192.024340@49.15[]	24379.0898	10641.2695	NA	NA	6499.3975	9475.8877	NA	NA
684.404012@825.42[]	18317.7305	22364.7500	22884.0098	17641.1602	NA	NA	NA	NA
689.492880@862.47[2]	19448.5000	21203.0801	20922.9395	NA	12618.0400	NA	NA	NA
582.319775@815.47[]	53353.5703	NA	NA	42737.8086	NA	NA	18437.5801	17719.6309
580.285557@820.15[]	18822.0801	167884.5938	NA	18452.7500	NA	NA	9998.8311	NA
674.505047@827.24[]	36257.4297	26486.7598	23472.0996	16273.7100	NA	NA	NA	NA
700.557128@947.38[]	11785.5098	14107.0801	11976.3896	NA	NA	NA	NA	37649.2812
438.378989@898.91[]	44425.0391	11397.0400	13687.6504	NA	NA	NA	NA	75120.6406
177.024239@55.63[]	33075.6914	19251.5098	12783.3604	11607.8301	NA	NA	NA	NA
227.059261@542.39[]	19074.5996	NA	11321.3096	NA	12555.7900	11250.4502	NA	NA
455.226981@776.10[]	33263.5781	71629.0469	NA	43255.3203	NA	NA	NA	34669.6719
320.019069@81.55[]	12690.7002	NA	NA	NA	13707.9404	NA	22569.3105	16341.4502
610.449368@988.70[3]	48285.0312	45054.8711	21847.1191	NA	36738.6914	NA	NA	NA
127.012005@576.13[]	13356.1504	17378.5898	15041.7402	NA	NA	NA	15176.7002	NA
1089.285304@741.38[2]	338240.1875	999345.8125	16499.1797	NA	NA	NA	75336.3906	NA
237.121889@772.73[]	42920.6484	33109.1289	28261.8105	NA	NA	NA	NA	49222.0703
836.614234@898.59[]	593716.1250	286348.5000	670140.8125	160042.9062	NA	NA	NA	NA
777.047211@1015.76[2]	32098.6699	59676.4297	NA	NA	89948.3906	40376.9805	NA	NA
505.307807@823.69[]	24268.6699	26472.4805	26446.5898	36513.4805	NA	NA	NA	NA
442.389049@810.58[]	35673.9492	26907.5996	11804.1699	NA	12500.5703	NA	NA	NA
652.475378@875.05[2]	101490.0000	113690.2031	97831.2422	36045.0195	NA	NA	NA	NA
382.159565@823.74[]	10200.6396	NA	11213.2002	NA	NA	NA	12867.3203	17567.3008
402.131501@351.29[]	23846.8203	NA	NA	NA	12858.3096	NA	21933.5605	14047.4805
136.023156@439.26[]	12648.0000	NA	NA	NA	13602.0400	12594.3096	NA	15468.1504
720.589501@820.63[1]	1714153.0000	452562.6875	179428.5000	105651.6016	NA	NA	NA	NA
162.055154@446.37[]	63514.5703	30009.3809	NA	NA	NA	NA	25530.5000	32667.3203
223.052532@240.56[]	20719.3203	NA	NA	NA	10875.3096	11917.4102	NA	10219.1699
298.346807@787.18[]	34832.3203	17716.6309	15207.2305	NA	NA	NA	NA	55148.6211
244.190778@809.52[]	44828.7383	27220.9004	24848.1309	NA	NA	17155.1309	NA	NA
1019.703711@907.68[1]	123247.2969	139536.0938	50287.4414	39065.3281	NA	NA	NA	NA
686.358224@891.56[]	21686.1895	31427.9297	18442.8398	NA	NA	NA	NA	18847.1191
363.252941@747.88[]	15698.8301	NA	NA	NA	11880.4805	18165.0508	13441.7197	NA
468.766453@789.95[]	56473.7617	NA	NA	27554.0098	NA	NA	22720.0098	17951.1504
384.808711@57.23[]	24154.8105	12877.6602	12459.6201	NA	NA	10337.6699	NA	NA
522.295441@552.14[]	21125.9902	NA	NA	NA	11976.9199	26434.2793	11286.1201	NA
267.159100@755.87[]	58164.0781	49968.5898	NA	47466.1406	NA	NA	NA	33060.8594
442.124090@81.63[]	14586.8096	NA	NA	NA	14788.7598	NA	19322.3906	14269.9902
591.101237@967.63[3]	45662.3203	40334.9805	22847.3691	NA	32392.1895	NA	NA	NA
251.200228@645.38[]	33820.1094	18970.7109	12862.2500	12319.7803	NA	NA	NA	NA
257.082217@500.65[]	27718.8691	NA	19935.9609	19380.2891	NA	NA	NA	10588.0400
502.292689@817.91[]	34213.9219	NA	NA	32303.6895	28695.4297	31104.9492	NA	NA
324.853229@57.56[]	31251.9102	18064.0508	17663.6699	NA	NA	14190.0195	NA	NA
228.268599@763.13[]	15959.2803	17045.7598	NA	15950.3096	NA	NA	NA	18803.2402
199.169157@823.93[]	62405.3984	NA	NA	NA	NA	17097.5508	18221.0098	22060.0703
843.092215@999.82[2]	42890.9492	49758.7188	NA	NA	78260.1328	34247.8008	NA	NA
742.574094@820.19[]	98701.3984	50898.3594	NA	NA	106464.0000	26457.7305	NA	NA
158.117800@187.54[]	172071.7031	NA	NA	71606.0391	NA	117679.2031	NA	83267.3984
525.833015@817.70[]	39870.1914	NA	NA	45201.7891	NA	NA	12569.4805	19586.1504
930.492341@516.30[]	33248.8984	20310.1992	24106.8691	15709.2197	NA	NA	NA	NA
468.345121@841.47[]	33880.4297	33858.4219	25390.0000	NA	NA	NA	16549.3906	NA
667.479861@863.21[2]	34654.6211	38646.2383	33568.0000	NA	24921.2207	NA	NA	NA
341.249867@874.10[]	20336.5801	24765.4707	15454.8496	NA	NA	13568.5303	NA	NA
720.589625@842.02[1]	214560.5000	68859.2188	49382.2109	27734.8203	NA	NA	NA	NA
453.335932@813.92[]	54081.1211	NA	12529.4404	17433.3301	15638.2305	NA	NA	NA
258.069103@158.32[]	35054.6914	39334.4805	34367.1914	NA	NA	36366.7812	NA	NA
225.035373@70.73[]	20184.1504	NA	NA	NA	16903.1895	NA	26385.6094	20981.0996
378.235930@823.87[]	16423.3398	14169.9600	NA	NA	16685.0098	NA	NA	16620.6504
298.203511@815.18[]	19247.8105	NA	NA	24171.9004	NA	23071.3398	40170.7617	NA
356.960435@424.47[]	27267.1895	NA	NA	NA	14563.6797	17262.8105	NA	23135.2695
1093.915632@743.90[]	43699.5312	216182.9062	NA	NA	36006.3906	NA	NA	10503.2002
325.053149@149.48[]	44453.4492	NA	53783.3984	41310.8281	NA	27811.0605	NA	NA
461.761956@788.71[]	44068.7812	NA	NA	65692.3125	NA	NA	16095.1904	19129.1992
244.029033@477.68[]	19541.9102	NA	NA	NA	13384.0498	11798.2197	NA	18986.7109
289.155476@481.52[]	36807.8203	NA	NA	NA	NA	13944.9297	11503.7402	14737.8203
231.019095@204.10[]	18081.2695	NA	20239.5703	16722.4492	NA	NA	NA	14613.1699
663.266833@784.95[]	38412.9297	23819.6406	24206.0195	14309.5303	NA	NA	NA	NA
194.074136@576.38[]	12105.3203	18881.0098	14174.5195	NA	NA	NA	10495.3799	NA
914.655711@942.85[2]	101381.2969	121557.3984	NA	51341.7812	39890.9883	NA	NA	NA
210.149286@820.38[]	12941.2695	13701.7305	17514.7891	NA	NA	NA	NA	12708.2900
376.891820@52.33[]	19229.8301	12781.5596	NA	NA	23093.0098	NA	NA	14471.1201
204.123336@75.18[1]	5091015.0000	NA	NA	NA	NA	2774149.0000	1843951.0000	2323253.0000
1094.039440@743.24[1]	62958.0898	208678.5000	NA	NA	26006.5801	NA	NA	8860.9092
186.113365@508.36[]	19671.8906	14550.0000	NA	NA	26897.9004	NA	NA	14374.9004
637.419154@828.72[]	11073.2197	11594.7803	14055.8096	9240.0498	NA	NA	NA	NA
543.278953@772.48[]	24057.1602	NA	NA	NA	NA	15936.7900	17737.7793	17523.6602
296.066720@50.57[]	20700.9707	NA	NA	NA	20689.6699	NA	22455.1602	15139.6699
902.125187@965.15[2]	35288.1211	43603.5781	30194.0898	NA	50666.5898	NA	NA	NA
411.162908@359.40[]	32419.6406	25709.6602	NA	NA	19992.9902	27746.1094	NA	NA
177.148511@555.28[]	12447.9697	NA	11209.8398	NA	NA	NA	10540.5898	10827.6797
641.240839@820.14[]	11485.9902	13383.6797	13513.5195	11309.9600	NA	NA	NA	NA
183.034301@347.63[]	14552.0801	NA	26323.2305	16051.3496	NA	NA	NA	12273.4404
802.635138@842.02[1]	85791.4688	56499.1484	114875.0000	40310.2500	NA	NA	NA	NA
443.235116@649.39[]	33749.8984	NA	NA	22977.7500	NA	22161.4902	NA	20493.2793
727.999259@882.46[2]	12133.0303	16952.1602	17074.4492	NA	22094.0996	NA	NA	NA
251.085581@725.12[]	15578.9502	NA	NA	NA	15027.0303	NA	27386.5293	15642.2002
234.024841@53.43[]	16893.8203	10882.5996	12381.9102	NA	NA	9851.5723	NA	NA
365.232600@453.07[]	50629.8398	41808.6914	29101.5195	NA	NA	NA	NA	50614.4609
975.636832@843.51[]	19367.7109	20038.0703	15436.9199	16198.9502	NA	NA	NA	NA
799.070819@890.31[]	17259.7402	15931.8604	16813.3008	NA	12104.8604	NA	NA	NA
332.239570@806.30[]	17991.9297	NA	NA	46916.1016	14939.7500	NA	NA	17144.1094
174.185343@488.68[]	95248.5078	NA	46853.6406	37395.5781	NA	NA	NA	25595.8105
971.599049@743.16[]	19565.8496	NA	NA	12250.6396	NA	24686.6309	14818.8799	NA
105.070069@488.70[]	26625.4297	25356.9199	NA	NA	45465.7188	NA	NA	12642.3896
353.268581@821.20[]	17390.9297	NA	19219.3105	11981.7402	NA	10763.0000	NA	NA
122.057360@128.81[]	57599.3281	50327.6719	36222.2383	55032.5000	NA	NA	NA	NA
270.958496@792.08[]	18893.6602	20441.3809	NA	14734.7803	NA	18429.7402	NA	NA
186.221757@744.73[]	32417.6602	NA	19660.7500	NA	32307.5898	23773.4902	NA	NA
664.419471@948.85[]	20890.1504	NA	NA	25116.4707	NA	NA	30176.2207	34311.3086
245.065347@59.35[]	27216.9492	34203.5898	17533.3594	17328.9707	NA	NA	NA	NA
696.980986@950.78[2]	23769.6895	25730.9297	22371.9492	NA	25292.7598	NA	NA	NA
401.123346@573.38[]	27964.3496	16146.9004	NA	NA	NA	11415.1299	NA	13695.1104
370.148310@345.08[]	28596.4297	NA	NA	NA	19656.9609	21242.9609	18864.0996	NA
807.065584@955.29[1]	46976.0898	63987.9883	NA	38192.7812	NA	97880.7500	NA	NA
253.143124@791.73[]	247659.0938	177136.7031	171266.5000	197925.0938	NA	NA	NA	NA
160.076128@679.85[]	12497.8604	NA	NA	NA	12344.5195	11568.7305	NA	16077.0703
936.666626@939.88[2]	47743.0586	47661.7305	31520.3203	NA	27388.2500	NA	NA	NA
251.122320@368.98[]	124177.6016	40740.8984	NA	NA	NA	28068.3906	NA	30480.6504
765.377648@357.27[]	18709.2500	24127.8691	12504.5000	NA	NA	18256.3398	NA	NA
316.136761@89.64[]	49481.9688	17135.4492	NA	NA	12732.3799	39347.5781	NA	NA
1047.641362@835.91[1]	24302.3691	30434.6895	23563.4492	19388.2109	NA	NA	NA	NA
171.034111@499.29[]	49253.4492	40706.2305	43087.6289	41436.7695	NA	NA	NA	NA
488.358515@855.69[]	15035.8203	13665.1797	17693.6797	NA	21419.9199	NA	NA	NA
299.235492@796.37[]	31634.3398	NA	NA	NA	41859.7617	24260.8203	29019.2598	NA
424.749856@371.80[]	13795.0195	32283.9609	NA	NA	16585.0996	13494.3203	NA	NA
306.137327@382.04[]	22935.4004	13194.5898	NA	NA	15953.3203	NA	NA	12736.2305
401.192460@813.75[]	12318.6104	NA	27197.5703	NA	NA	NA	26312.5391	25748.6406
1069.713613@855.73[1]	60782.7812	86483.6719	54868.3281	30616.9199	NA	NA	NA	NA
1093.643699@832.94[1]	45905.3711	24139.2891	60112.6211	42788.7305	NA	NA	NA	NA
144.047760@94.15[]	45212.9688	34976.8398	14729.3604	NA	NA	13710.8604	NA	NA
771.486869@864.24[]	17594.0703	27921.4707	23742.8008	13971.0996	NA	NA	NA	NA
177.949892@170.93[]	94736.5703	185951.0000	NA	NA	NA	165080.5938	NA	425269.3125
445.295493@864.86[]	39124.3281	33832.0703	20612.0098	NA	45307.5586	NA	NA	NA
249.149309@765.22[]	58280.0586	47528.4609	28307.4004	31154.5391	NA	NA	NA	NA
278.176353@814.58[]	45450.2500	NA	30189.3809	28134.9609	26831.3594	NA	NA	NA
621.947971@876.76[]	13909.4199	14475.5098	10756.7402	NA	13528.3896	NA	NA	NA
826.621952@935.69[]	NA	313261.5938	228951.2969	143077.0000	NA	NA	NA	80059.1406
312.150114@795.82[]	NA	42214.2188	NA	NA	NA	19469.0605	34430.7188	45006.0391
357.300479@910.26[]	NA	12429.3398	12484.9102	NA	NA	16879.9609	23320.5098	NA
429.912270@360.59[]	NA	16883.7793	NA	NA	17643.0801	25243.2500	14208.8203	NA
191.084921@1013.10[]	NA	81581.5000	NA	NA	17984.7598	17748.9609	NA	17289.1406
203.081003@178.99[]	NA	60687.8008	NA	60981.6914	NA	39341.0391	NA	64456.8008
409.257048@804.16[]	NA	33242.5000	NA	NA	NA	137222.7969	119855.5000	121487.0000
827.697990@826.13[]	NA	59400.7812	53916.9609	NA	NA	44853.2188	47525.3594	NA
231.170412@115.03[]	NA	37801.3008	25249.9902	23642.9902	NA	16914.7695	NA	NA
722.553195@883.16[]	NA	23458.5391	NA	NA	NA	27362.3906	18007.3809	27620.5195
340.357542@850.86[]	NA	100377.7969	NA	30635.5605	NA	35776.5586	NA	260184.0938
276.985156@50.42[]	NA	10205.3096	NA	NA	NA	7034.6421	8128.5493	10408.8701
815.570004@861.93[]	NA	65042.3594	NA	115628.3984	54556.3789	NA	NA	31613.1992
360.217654@857.92[]	NA	9701.0527	12862.9697	NA	NA	11701.6699	19694.5605	NA
353.269049@869.72[]	NA	9623.9736	13054.4404	NA	NA	13582.0303	13866.5898	NA
506.323142@838.90[]	NA	25740.9492	24276.4004	18079.0293	NA	13146.0898	NA	NA
169.034188@548.32[]	NA	15452.2002	NA	NA	49404.0312	21709.6406	10533.9199	NA
275.171903@62.09[]	NA	36376.1406	NA	24975.5000	NA	76129.3672	NA	69128.3984
612.469035@923.31[]	NA	19928.7402	21380.3691	17284.1406	NA	NA	NA	20047.8809
127.111688@408.13[]	NA	11831.1904	10867.8096	11808.8203	NA	NA	10031.2803	NA
498.285908@781.79[]	NA	12512560.0000	129943.2969	NA	163277.5938	NA	185911.5938	NA
822.631850@926.61[1]	NA	80457.1406	66440.7109	164731.9062	NA	NA	NA	118492.7969
186.955911@119.71[]	NA	40778.8984	NA	21070.2891	NA	39507.2305	41195.0117	NA
844.528988@924.02[]	NA	33575.9609	73045.9688	39884.7188	NA	35539.3281	NA	NA
458.348076@870.31[]	NA	21278.2109	19138.4492	9780.0752	NA	NA	NA	13369.7197
774.634602@826.01[1]	NA	981026.1875	1036770.0000	626384.5000	NA	NA	27521.4707	NA
723.539885@858.15[]	NA	50273.6094	300911.0938	14269.2998	93568.8828	NA	NA	NA
840.572241@823.72[]	NA	35240.4688	NA	NA	22235.0801	NA	19512.3906	19637.1699
903.574046@855.87[]	NA	11452.6299	10490.5703	NA	29094.6406	31986.5508	NA	NA
633.456704@915.22[]	NA	8990.5869	10301.9404	13483.3301	NA	NA	NA	46740.0195
927.580830@818.51[1]	NA	46527.5117	33706.6719	21508.1094	NA	29841.8691	NA	NA
476.286542@797.39[]	NA	87166.7188	34334.0000	NA	60845.1016	NA	46396.2617	NA
148.042362@73.37[]	NA	243668.0000	20599.2598	NA	55891.0195	32562.2793	NA	NA
1104.149924@745.54[]	NA	81117.9297	NA	17457.2500	NA	27542.4492	18627.2793	NA
184.057890@51.53[]	NA	16194.4502	17703.3496	NA	NA	19123.5000	NA	19083.1602
442.149357@362.16[]	NA	29495.0508	NA	NA	13340.2803	17176.1992	10833.2598	NA
282.944708@166.25[]	NA	46127.1289	63327.3594	83058.8438	NA	NA	NA	44568.6406
473.345757@883.19[]	NA	36226.0000	58569.9492	12216.9600	NA	NA	NA	156735.2969
794.570011@825.53[]	NA	55894.1602	55380.7500	68729.9375	104402.7969	NA	NA	NA
319.165488@304.52[]	NA	12974.6396	19920.0703	12836.1602	NA	NA	16048.3398	NA
802.538111@978.10[1]	NA	177305.2031	NA	NA	NA	509727.8125	199932.0938	209159.7969
1103.773824@745.45[2]	NA	61748.0312	24774.5703	NA	NA	15297.2998	NA	20529.9902
388.711770@75.58[]	NA	28786.4609	30560.3203	NA	NA	NA	50947.8086	17956.9609
417.337149@862.21[]	NA	15772.6904	12724.8496	NA	NA	10029.6396	10519.8496	NA
366.373189@850.53[]	NA	112369.1016	NA	37073.9609	NA	38830.1602	NA	344939.5938
230.041653@564.09[]	NA	41649.5703	26763.0703	NA	NA	28655.6797	NA	49433.2617
614.340596@904.69[]	NA	21834.4492	21459.8691	27585.6504	NA	NA	49484.2695	NA
185.153690@759.15[]	NA	25219.1699	28163.4004	19297.3301	NA	20594.0605	NA	NA
581.905103@868.59[]	NA	14809.0195	12839.4004	NA	12469.7197	13898.2598	NA	NA
142.539274@179.24[]	NA	20629.6797	NA	15192.3799	NA	19200.9102	NA	18560.7695
274.058083@383.18[]	NA	14145.7598	13796.9805	17440.6094	NA	15361.1602	NA	NA
798.597909@841.54[1]	NA	137802.2969	176460.5938	115024.5000	NA	12498.0195	NA	NA
430.162280@360.76[]	NA	14080.9199	NA	NA	16619.2500	22061.1895	11972.3096	NA
174.128035@822.47[]	NA	27398.5703	107980.2969	12642.4404	NA	29934.1094	NA	NA
435.128653@650.38[]	NA	34115.1211	NA	NA	59713.8008	NA	11578.3799	90428.3828
693.169282@1014.85[3]	NA	64422.5508	18045.9492	NA	46704.0195	23728.1992	NA	NA
549.308582@842.94[2]	NA	24549.7402	27494.3398	20880.6992	NA	NA	13506.7305	NA
366.373177@842.85[1]	NA	93426.4297	NA	68501.2188	NA	33552.1016	NA	179256.2031
762.507911@1002.37[]	NA	80548.1094	NA	NA	NA	76615.1484	31032.1191	89625.8594
163.075163@763.17[]	NA	19075.9199	NA	21688.8594	NA	NA	14345.2002	17226.3105
248.149898@710.42[]	NA	155846.2031	NA	NA	139149.4062	119336.7031	NA	131877.5938
113.070853@270.70[]	NA	37429.8203	31093.3691	NA	NA	34172.2891	NA	34118.4609
